采购单号,采购单价,采购数量,运费
PO112334,7.5,5,0
PO112334,14,10,0
PO112335,50,10,8
PO112335,20,5,0
PO112336,4.2,10,7
PO112336,45,5,0
PO112336,4,10,0
PO112336,96,16,0
PO112337,10,20,12
PO112337,6.5,10,0
PO112337,50.5,15,0
PO112338,65,35,60
PO112338,1.4,150,0
PO112339,3.6,20,8
PO112341,100,5,12
PO112342,35,45,120
PO112343,3.5,10,14
PO112343,2,20,0
PO112343,1.8,20,0
PO112343,6.5,35,0
PO112346,13,20,18
PO112347,2,10,7
PO112348,9.5,10,10
PO112349,55,5,20
PO112351,10,10,6
PO112354,41,5,8
PO112355,4,10,20
PO112355,4,45,0
PO112355,2,20,0
PO112357,2,10,5
PO112357,2,10,0
PO112357,3.43,10,0
PO112359,118,10,0
PO112359,118,10,0
PO112362,11.5,30,0
PO112363,20,10,8
PO112364,5,10,37.5
PO112364,16,10,0
PO112364,4.5,20,0
PO112364,1.5,10,0
PO112364,28,15,0
PO112364,8.5,25,0
PO112364,10,15,0
PO112364,5,10,0
PO112366,17.5,5,6.2
PO112367,18,5,10
PO112367,17,10,0
PO112367,50,2,0
PO112367,14,1,0
PO112369,7,20,84
PO112369,11,40,0
PO112369,10,20,0
PO112369,32,5,0
PO112369,10,45,0
PO112369,7.5,10,0
PO112369,9,20,0
PO112369,15,5,0
PO112369,10,5,0
PO112369,40,10,0
PO112369,45,3,0
PO112369,56,3,0
PO112371,9,50,15
PO112372,40,25,15
PO112372,78,5,0
PO112372,28,5,0
PO112372,52,5,0
PO112376,5,10,30
PO112376,25,50,0
PO112376,15,5,0
PO112376,3.8,50,0
PO112377,13,40,46
PO112378,7,5,15
PO112380,9.84,30,13
PO112380,9.84,20,0
PO112381,20,10,10
PO112382,4,20,11.2
PO112384,7.5,10,8.8
PO112385,5.9,3,8
PO112386,10,10,10
PO112388,10.8,3,8
PO112388,10.8,5,0
PO112389,0.79,80,11
PO112391,3.5,70,25
PO112391,5.4,30,0
PO112391,19,5,0
PO112391,8.5,10,0
PO112391,13,5,0
PO112391,6.5,20,0
PO112391,2.5,120,0
PO112392,2.1,2,10
PO112395,4.3,40,23
PO112395,4.3,80,0
PO112396,15,5,10
PO112396,10,5,0
PO112397,83,10,0
PO112397,113,10,0
PO112399,4,12,6
PO112399,11.2,12,0
PO112400,7,50,40
PO112400,11,90,0
PO112400,11,90,0
PO112400,12,50,0
PO112400,12,20,0
PO112400,13,30,0
PO112400,17,20,0
PO112400,15,10,0
PO112400,7,50,0
PO112400,11,90,0
PO112400,11,90,0
PO112400,12,50,0
PO112400,12,20,0
PO112400,13,30,0
PO112400,17,20,0
PO112400,15,10,0
PO112401,6.9,10,7.51
PO112401,6.9,10,0
PO112401,6.9,5,0
PO112401,6.9,10,0
PO112402,15,5,5
PO112403,56,10,8
PO112403,20,10,0
PO112403,5.2,10,0
PO112403,5.2,6,0
PO112404,30,5,40
PO112404,8.4,20,0
PO112404,8,20,0
PO112404,13,35,0
PO112404,13,20,0
PO112404,11,20,0
PO112404,12,10,0
PO112404,16,40,0
PO112404,17,50,0
PO112404,30,5,0
PO112404,8.4,20,0
PO112404,8,20,0
PO112404,13,35,0
PO112404,13,20,0
PO112404,11,20,0
PO112404,12,10,0
PO112404,16,40,0
PO112404,17,50,0
PO112405,8.3,20,0
PO112405,12.3,20,0
PO112405,11,40,0
PO112405,14,20,0
PO112405,15,40,0
PO112405,9.5,20,0
PO112407,20,5,10
PO112408,5.5,10,12.22
PO112413,17,5,13
PO112416,41,6,24
PO112418,0.38,2000,0
PO112419,0.19,100,10
PO112420,5.5,5,9.1
PO112421,5.7,10,8
PO112423,8.82,15,11.28
PO112423,6.2,10,0
PO112423,7,5,0
PO112425,11,5,7.85
PO112425,11,5,0
PO112425,11,5,0
PO112428,50,10,10
PO112475,5,5,4.75
PO112479,15.5,25,0
PO112479,26,10,0
PO112482,15,15,21
PO112482,15,5,0
PO112487,7.5,15,0
PO112488,17.5,5,11
PO112489,8,5,14
PO112489,8,15,0
PO112490,8.8,30,20
PO112490,9,5,0
PO112490,10.5,10,0
PO112491,11,10,22
PO112494,98,10,20
PO112496,48,5,10
PO112497,10.5,5,10
PO112498,5,10,8
PO112509,62,6,0
PO112511,18,15,21
PO112518,14,10,15
PO112518,10,30,0
PO112518,10,20,0
PO112519,24,10,30
PO112519,30,10,0
PO112519,96,3,0
PO112519,30,35,0
PO112519,148,3,0
PO112519,8,10,0
PO112519,7,10,0
PO112519,28,5,0
PO112520,4.6,10,8
PO112522,10.2,10,22
PO112522,36,15,0
PO112522,36,5,0
PO112522,19,15,0
PO112524,20,10,0
PO112526,14,10,10
PO112528,20,5,15
PO112530,24.8,10,15
PO112532,4,50,15
PO112533,3,100,0
PO112537,7.5,5,5
PO112538,54,13,22
PO112538,54,28,0
PO112540,10,10,8
PO112540,6.5,5,0
PO112540,15,5,0
PO112541,0.26,2565,45
PO112541,0.26,2565,0
PO112541,0.26,2565,0
PO112545,15,5,6
PO112548,5.9,30,8
PO112549,16.2,20,30
PO112549,17.2,15,0
PO112549,18.7,15,0
PO112550,45,5,8
PO112550,35,5,0
PO112550,25,5,0
PO112550,30,5,0
PO112552,5.8,20,8
PO112553,5,20,25
PO112553,3.8,10,0
PO112553,10,10,0
PO112553,9.5,10,0
PO112554,38,5,9
PO112555,6,5,46
PO112555,3.5,10,0
PO112555,16,30,0
PO112555,0.6,110,0
PO112555,0.22,35,0
PO112555,0.23,10,0
PO112555,6,5,0
PO112555,3.5,10,0
PO112555,16,30,0
PO112555,0.6,110,0
PO112555,0.22,35,0
PO112555,0.23,10,0
PO112555,6,5,0
PO112555,3.5,10,0
PO112555,16,30,0
PO112555,0.6,110,0
PO112555,0.22,35,0
PO112555,0.23,10,0
PO112556,6.8,10,8
PO112557,3.4,25,11
PO112557,12,5,0
PO112557,11.2,5,0
PO112558,2,20,9
PO112558,7.5,20,0
PO112560,30,5,7
PO112560,15,5,0
PO112562,6.2,20,0
PO112563,20,5,10
PO112564,23,10,28
PO112564,36,5,0
PO112564,7,5,0
PO112564,5,10,0
PO112564,5,20,0
PO112564,115,3,0
PO112564,115,3,0
PO112564,115,3,0
PO112566,3.5,10,8
PO112566,3.6,5,0
PO112567,74,15,0
PO112567,300,15,0
PO112567,850,2,0
PO112567,160,2,0
PO112569,1.3,60,0
PO112569,3.1,10,0
PO112572,8,5,7
PO112572,6,6,0
PO112572,7.5,5,0
PO112572,4,5,0
PO112572,5,6,0
PO112573,11.4,10,8
PO112573,6,30,0
PO112573,6,15,0
PO112573,10,5,0
PO112573,17.5,5,0
PO112574,5,10,10
PO112574,5,10,0
PO112575,27,60,0
PO112578,56,10,40
PO112578,24.5,10,0
PO112580,9,10,8
PO112580,9,15,0
PO112581,3,30,15
PO112582,14.5,10,15
PO112583,4,20,30
PO112583,12,25,0
PO112583,50.4,10,0
PO112583,15,10,0
PO112583,14.5,10,0
PO112584,108,3,0
PO112585,89,10,10
PO112585,4.5,10,0
PO112586,38,10,9
PO112586,20,10,0
PO112587,3.8,15,0
PO112590,23,16,10
PO112612,14,12,40
PO112612,131,6,0
PO112612,12,5,0
PO112612,12,28,0
PO112614,70,3,10
PO112614,65,6,0
PO112622,81,17,15
PO112622,21,5,0
PO112627,20,5,8
PO112631,45,5,10
PO112634,20,5,8
PO112638,5.5,12,14
PO112638,4,12,0
PO112638,4,12,0
PO112638,9,12,0
PO112639,4,10,5.6
PO112640,2.85,30,10.5
PO112641,11,5,26
PO112641,18,15,0
PO112643,1.9,30,12
PO112643,1.9,30,0
PO112643,6,20,0
PO112645,35,10,0
PO112646,25,35,0
PO112649,4.5,30,12
PO112650,17,85,30
PO112651,30,15,3
PO112651,110,18,0
PO112651,19,5,0
PO112653,55,10,0
PO112657,11.5,5,5
PO112657,12.5,5,0
PO112657,11.5,5,0
PO112657,11.5,5,0
PO112658,30,10,8
PO112660,11,10,16
PO112660,6.2,10,0
PO112670,8.5,10,8
PO112676,18.5,20,10
PO112676,12,5,0
PO112676,13.5,5,0
PO112705,11,15,22
PO112705,44,15,0
PO112707,3.8,10,12
PO112709,5.2,20,34
PO112710,16,10,26
PO112711,24,50,15
PO112712,30,10,5
PO112713,9,10,10
PO112714,60,10,11
PO112715,26,10,11
PO112716,155,5,0
PO112716,145,5,0
PO112721,4,10,10
PO112722,22.5,25,16
PO112722,20,70,0
PO112723,26,25,8.5
PO112724,14,40,16
PO112724,13.5,15,0
PO112725,10,5,10
PO112725,10,5,0
PO112725,10,5,0
PO112725,3.7,60,0
PO112725,10,10,0
PO112725,9.6,15,0
PO112725,9,5,0
PO112725,1.2,5,0
PO112725,7.5,5,0
PO112725,4,20,0
PO112725,4,5,0
PO112727,26,5,8
PO112728,11,1,10
PO112729,36.6,5,2.81
PO112731,17,5,18
PO112731,7.5,5,0
PO112734,19.5,5,11
PO112735,11,5,8
PO112736,12,10,8
PO112736,5,12,0
PO112737,4.5,10,14.5
PO112738,4.8,20,7
PO112740,16.5,6,30
PO112740,16.5,6,0
PO112740,16.5,35,0
PO112740,23,3,0
PO112741,22,10,8
PO112742,22,15,0
PO112742,25,5,0
PO112743,7.7,5,7
PO112744,1.5,20,12
PO112745,28,15,16
PO112746,8,20,20
PO112746,8,5,0
PO112746,8,20,0
PO112746,8,5,0
PO112746,8,20,0
PO112746,8,5,0
PO112748,7,10,7
PO112749,17,5,6
PO112749,64,2,0
PO112750,6.4,10,12.3
PO112753,42,10,12
PO112753,15,10,0
PO112753,5.4,10,0
PO112754,3.5,10,8
PO112756,7.5,20,7.5
PO112757,4,5,15
PO112757,45,12,0
PO112758,8.5,10,28
PO112760,12.5,5,15
PO112760,28,5,0
PO112760,40,2,0
PO112761,15,10,0
PO112761,12,5,0
PO112763,22,10,18
PO112764,6,5,10
PO112764,6,20,0
PO112764,6,15,0
PO112764,6,5,0
PO112765,53,5,8
PO112766,7.8,5,6
PO112766,7.8,5,0
PO112768,16,5,4.88
PO112770,20,1,8
PO112771,4.8,10,5
PO112772,10,10,8
PO112773,20,10,10
PO112774,185,2,15
PO112775,5.5,60,14
PO112776,5.7,60,6
PO112778,4,10,11
PO112778,8.8,20,0
PO112778,11.2,10,0
PO112779,9.5,10,12
PO112780,27,3,8
PO112781,200,1,0
PO112781,200,5,0
PO112782,5,10,20
PO112782,5,5,0
PO112782,5,10,0
PO112783,45,10,20
PO112784,6.8,10,0
PO112785,11,10,6
PO112786,60,15,0
PO112787,4.3,20,13
PO112788,32.8,5,20
PO112788,87.62,10,0
PO112789,11.5,10,12
PO112791,18.2,10,0
PO112791,17.8,50,0
PO112792,23,10,24
PO112794,25,2,7
PO112796,21,3,22
PO112796,22,2,0
PO112796,39,1,0
PO112800,2,15,13
PO112802,6.5,10,12
PO112803,9,10,0
PO112806,19,10,10
PO112808,5.3,20,12
PO112808,1.3,20,0
PO112808,10.5,10,0
PO112808,10.5,10,0
PO112808,5.5,10,0
PO112813,26,5,14
PO112813,18.5,10,0
PO112814,2.3,2,6
PO112814,2.3,8,0
PO112818,3,10,10
PO112819,32,5,0
PO112819,16,5,0
PO112820,30,5,0
PO112821,12.8,10,0
PO112825,6.8,20,25
PO112825,5.5,5,0
PO112827,7,20,0
PO112828,2.5,20,15
PO112828,4.4,10,0
PO112829,2.5,10,8
PO112831,9,5,6
PO112831,12,10,0
PO112831,4.2,5,0
PO112833,10,35,23
PO112833,9.6,20,0
PO112834,15.7,10,0
PO112840,3.2,45,11.8
PO112840,4,5,0
PO112841,49,12,0
PO112842,5.8,10,9
PO112843,2.6,35,8
PO112844,185,2,0
PO112844,80,8,0
PO112845,6.5,10,7
PO112846,61,10,24
PO112846,31,2,0
PO112847,50,15,48
PO112847,45,5,0
PO112847,90,3,0
PO112848,8.5,5,12
PO112848,8.5,5,0
PO112848,8.5,5,0
PO112848,1.4,5,0
PO112849,4.5,10,6
PO112850,5.5,50,25
PO112850,7.5,5,0
PO112851,15,5,9
PO112852,12.5,10,24
PO112852,5.5,10,0
PO112852,24,20,0
PO112853,4.8,10,6
PO112858,8,15,0
PO112861,19,20,36
PO112866,6,3,10
PO112869,6,100,30
PO112869,8,5,0
PO112869,30,5,0
PO112869,25,10,0
PO112869,5,10,0
PO112869,5,15,0
PO112870,67,5,9
PO112870,38,5,0
PO112871,7,1,7
PO112872,21,10,0
PO112872,140,10,0
PO112872,62,2,0
PO112872,65,3,0
PO112872,15.2,10,0
PO112872,31,6,0
PO112872,11.2,5,0
PO112872,13.2,5,0
PO112872,3,10,0
PO112872,5.5,20,0
PO112873,43,10,9
PO112873,38,10,0
PO112876,4,1,7
PO112878,3.2,10,9.72
PO112878,3.2,10,0
PO112878,12,10,0
PO112878,13,10,0
PO112879,11,20,6
PO112880,20,80,0
PO112881,23,10,14
PO112882,5,5,8
PO112883,20,3,13
PO112885,10,3,3.7
PO112886,12.5,5,10
PO112887,5,10,10
PO112888,10,5,8
PO112890,10,10,15
PO112891,22,20,9
PO112892,12,10,0
PO112893,95,10,0
PO112894,3,15,5.75
PO112895,43,10,16
PO112895,38,4,0
PO112895,55,6,0
PO112897,23,10,0
PO112898,2.2,100,0
PO112898,20,6,0
PO112898,20,6,0
PO112899,4.5,3,7
PO112899,4.5,5,0
PO112899,4.5,7,0
PO112899,4.5,10,0
PO112901,120,4,10
PO112905,13,3,6
PO112908,11,10,9.6
PO112909,1,1000,50
PO112909,1,1000,0
PO112910,25,5,0
PO112911,10,5,10
PO112911,10,10,0
PO112911,32,20,0
PO112911,20,2,0
PO112912,91,40,35
PO112912,105,10,0
PO112913,8,10,10
PO112914,8,5,5
PO112915,20,3,10
PO112916,148,10,41
PO112916,145,3,0
PO112917,89.5,2,12
PO112917,50,1,0
PO112918,6,100,18
PO112920,8,3,3.9
PO112920,5,7,0
PO112922,6,20,10
PO112924,7.5,5,5
PO112925,5,20,10
PO112925,5,20,0
PO112925,5,20,0
PO112928,118,3,14
PO112930,12,10,10
PO112931,9.5,15,25
PO112931,18,10,0
PO112934,38,10,10
PO112935,35,5,18
PO112935,40,5,0
PO112936,5.5,10,10
PO112937,2,15,10
PO112937,10,5,0
PO112938,130,3,11
PO112940,40,5,6
PO112941,15.8,5,7
PO112943,8.5,29,8
PO112944,42,30,42
PO112946,13.5,10,0
PO112946,13.5,60,0
PO112949,10.8,10,11
PO112949,18.5,10,0
PO112949,18.6,10,0
PO112950,2.6,20,0
PO112951,2.2,20,12
PO112952,43,15,25
PO112952,24,10,0
PO112954,65,20,120
PO112955,70,30,0
PO112958,19.5,10,6.05
PO112959,45,10,13
PO112959,45,10,0
PO112960,21,10,15
PO112961,7.5,50,50
PO112961,7,10,0
PO112961,9,10,0
PO112961,7,20,0
PO112961,3.5,100,0
PO112962,2.55,25,9.68
PO112964,4.5,20,9.2
PO112965,62,10,0
PO112969,2.55,20,10
PO112969,1.85,200,0
PO112969,1.35,20,0
PO112969,1.85,30,0
PO112969,0.53,20,0
PO112969,2.1,60,0
PO112969,2.5,20,0
PO112969,1.7,20,0
PO112970,29,10,42
PO112970,26,25,0
PO112971,9.65,10,8
PO112971,9.65,10,0
PO112972,19.6,10,13.94
PO112973,13.2,10,17
PO112973,22,10,0
PO112974,2.55,20,8
PO112975,130,5,0
PO112976,20,50,30
PO112976,20,10,0
PO112977,13.5,10,20
PO112978,13.5,20,0
PO112979,15.5,20,41.5
PO112979,4,15,0
PO112980,5.5,15,12
PO112980,8.5,10,0
PO112980,5.5,15,0
PO112980,8.5,10,0
PO112981,5.74,20,11
PO112982,13,30,15
PO112983,4.8,20,19.13
PO112983,4.5,10,0
PO112983,2.91,5,0
PO112984,44,10,8
PO112985,17.5,10,7
PO112986,24,10,33
PO112986,24,10,0
PO112987,9.8,15,33
PO112989,38.4,35,35
PO112991,14,10,16.3
PO112992,28,10,24
PO112992,28,15,0
PO112993,19,15,0
PO112994,6.5,20,0
PO112995,12,10,9
PO112996,9,10,20
PO112996,8.5,15,0
PO112997,11,10,22.4
PO112997,20.5,10,0
PO112997,11,10,0
PO112997,20.5,10,0
PO112997,11,10,0
PO112997,20.5,10,0
PO113000,1.3,50,15
PO113001,1.5,50,10
PO113002,90,5,0
PO113002,248,5,0
PO113003,5,10,24
PO113003,11.5,10,0
PO113003,88,10,0
PO113003,51,10,0
PO113003,23,10,0
PO113003,5.2,10,0
PO113004,41,15,45.75
PO113005,50,5,10
PO113006,13,30,20
PO113007,40,10,2
PO113008,9,30,15
PO113009,8.2,15,7.5
PO113011,2.5,20,6
PO113012,7.8,15,8
PO113013,39,20,96
PO113013,16,10,0
PO113013,18,10,0
PO113015,50,10,10
PO113016,75,10,0
PO113016,15,10,0
PO113016,75,10,0
PO113016,15,10,0
PO113016,75,10,0
PO113016,15,10,0
PO113017,36,10,15
PO113018,45,10,16
PO113019,105,15,15
PO113020,19,10,19
PO113021,9,10,10
PO113021,9,10,0
PO113022,23,15,15
PO113023,24,20,14
PO113024,10.45,20,37
PO113025,190,3,11
PO113026,5.5,15,13.5
PO113027,2.5,15,6
PO113027,2.5,15,0
PO113028,21.5,10,0
PO113029,25.3,10,19.5
PO113029,31.35,10,0
PO113030,5.5,15,65
PO113030,8.9,15,0
PO113030,6.6,15,0
PO113030,8,15,0
PO113030,40,10,0
PO113030,21.5,15,0
PO113030,13,25,0
PO113030,47,10,0
PO113030,40,10,0
PO113032,4.3,20,20
PO113032,3,20,0
PO113032,0.9,20,0
PO113032,4.3,20,0
PO113032,3,20,0
PO113032,0.9,20,0
PO113032,4.3,20,0
PO113032,3,20,0
PO113032,0.9,20,0
PO113037,14,1,6
PO113038,17.8,10,12
PO113039,25,5,6
PO113039,5,10,0
PO113039,9,10,0
PO113040,9,10,20
PO113041,13,15,8
PO113043,95,5,0
PO113044,1.8,1,6.2
PO113045,45,5,10
PO113047,25,5,0
PO113048,13,5,35
PO113048,13,5,0
PO113048,13,5,0
PO113048,13,5,0
PO113048,13,5,0
PO113048,13,5,0
PO113048,13,5,0
PO113048,13,5,0
PO113048,13,5,0
PO113055,3.4,20,12
PO113056,5.5,50,0
PO113057,7.8,5,15
PO113061,23,5,10
PO113061,22,5,0
PO113064,11.5,5,0
PO113064,5.5,15,0
PO113064,6.5,8,0
PO113064,6.5,30,0
PO113065,4,10,0
PO113065,6,15,0
PO113066,8.8,25,20
PO113068,16,5,20
PO113069,28,5,0
PO113070,18.8,15,0
PO113071,165,15,0
PO113072,10,20,17.5
PO113073,0.9,50,5
PO113074,58,100,50
PO113075,140,1,0
PO113076,37,24,25
PO113077,7.3,5,9
PO113078,11.5,10,14
PO113079,24.5,10,0
PO113080,105,1,60
PO113080,105,15,0
PO113081,35,5,24
PO113084,18.5,10,60
PO113086,3.43,25,19.25
PO113087,11,10,15
PO113089,22,8,0
PO113091,12.9,6,3
PO113094,6,5,6
PO113095,35,5,10
PO113095,28,5,0
PO113096,12,10,12
PO113096,12,10,0
PO113096,12,10,0
PO113098,3.5,80,12
PO113099,30,15,0
PO113099,5.52,60,0
PO113101,2.8,15,18
PO113104,45,20,0
PO113105,11,50,0
PO113105,8,25,0
PO113106,6,10,0
PO113108,100,5,0
PO113110,7,30,0
PO113110,8.5,10,0
PO113110,8.5,35,0
PO113111,14.5,15,0.5
PO113112,30,25,0
PO113113,28,15,15
PO113116,16.5,6,28
PO113117,11.5,10,12
PO113118,62,10,0
PO113119,23,5,8
PO113120,10,15,10
PO113121,80,5,0
PO113122,2.1,50,8
PO113124,22,4,17.5
PO113124,22,2,0
PO113126,1.1,20,10
PO113221,38,6,9
PO113222,9,5,0
PO113222,23,25,0
PO113222,1.7,35,0
PO113222,3.3,15,0
PO113222,3.3,70,0
PO113222,23,5,0
PO113223,5,5,12
PO113223,6,5,0
PO113224,0.32,100,13
PO113224,0.32,100,0
PO113225,7,48,110
PO113225,7,48,0
PO113225,7,5,0
PO113225,7,5,0
PO113225,8.5,35,0
PO113226,60,5,12
PO113226,16,10,0
PO113226,16,10,0
PO113230,18,1,7
PO113230,18,1,0
PO113230,18,1,0
PO113231,8,10,10
PO113231,4.8,15,0
PO113231,3.8,15,0
PO113232,13,5,8
PO113233,6.28,10,6
PO113239,135,10,0
PO113239,89,2,0
PO113239,83,10,0
PO113240,3.6,10,14
PO113240,5.5,50,0
PO113245,35,10,10
PO113246,2.3,20,10
PO113247,3.5,100,0
PO113248,32.5,16,15
PO113249,8.5,8,0
PO113249,5.3,200,0
PO113251,25,6,12
PO113253,16.5,15,18
PO113253,11.76,8,0
PO113254,45,30,0
PO113255,7,15,21
PO113256,100,2,50
PO113256,78,6,0
PO113256,36,5,0
PO113258,4,60,15
PO113260,18,5,0
PO113260,30,15,0
PO113260,45,20,0
PO113260,55,5,0
PO113262,28.5,20,32
PO113263,4.7,70,34
PO113263,4.6,50,0
PO113264,14,5,6
PO113264,3.5,5,0
PO113265,6.5,10,6
PO113266,59,4,5
PO113268,54,100,75
PO113268,54,200,0
PO113269,8,50,10
PO113269,13.5,2,0
PO113271,20,8,20
PO113271,18,15,0
PO113273,18,20,8
PO113273,32,15,0
PO113273,8.5,10,0
PO113273,8.5,12,0
PO113273,24,5,0
PO113273,19.5,10,0
PO113273,26,25,0
PO113273,18,20,0
PO113273,32,15,0
PO113273,8.5,10,0
PO113273,8.5,12,0
PO113273,24,5,0
PO113273,19.5,10,0
PO113273,26,25,0
PO113273,,,0
PO113273,,,0
PO113273,,,0
PO113274,14.7,5,26
PO113274,25,8,0
PO113274,12.3,5,0
PO113276,3,50,15
PO113277,8.5,30,17
PO113278,6.5,5,8
PO113279,7.4,5,0
PO113279,98,12,0
PO113284,7,8,0
PO113284,60,20,0
PO113284,31,2,0
PO113284,10,100,0
PO113284,7,5,0
PO113284,7,8,0
PO113284,60,20,0
PO113284,31,2,0
PO113284,10,100,0
PO113284,7,5,0
PO113284,7,8,0
PO113284,60,20,0
PO113284,31,2,0
PO113284,10,100,0
PO113284,7,5,0
PO113285,60,5,0
PO113286,10,8,25
PO113286,48,20,0
PO113286,50,15,0
PO113287,22.5,4,17
PO113287,44.5,2,0
PO113287,12.8,5,0
PO113288,165,5,0
PO113288,230,10,0
PO113290,14,10,10
PO113292,10,5,12
PO113294,1,30,7
PO113295,17,10,20
PO113295,25,10,0
PO113295,18,10,0
PO113296,2.8,10,5.5
PO113297,6.8,10,7.5
PO113298,10.8,10,0
PO113298,9.8,10,0
PO113299,39.8,5,12
PO113299,1.6,40,0
PO113301,17,10,0
PO113302,14,10,20
PO113303,2.2,8,8
PO113304,1.3,30,19
PO113305,3.5,10,8
PO113306,4,10,6
PO113307,9.8,5,10
PO113308,1.6,30,10
PO113308,3.3,10,0
PO113309,5,5,10
PO113309,5,5,0
PO113310,15,3,1
PO113312,24.5,10,15
PO113312,24.5,15,0
PO113312,27.5,3,0
PO113313,1.2,10,0
PO113313,3.35,5,0
PO113313,10,20,0
PO113313,80,6,0
PO113314,4.8,10,10
PO113315,16.5,3,8
PO113316,15,3,10
PO113316,8.8,10,0
PO113317,2.5,30,14
PO113318,8.9,5,10
