采购单号,采购单价,采购数量,运费
FBA031309,12,25,5
FBA031310,11.5,30,14
FBA031311,25,10,10
FBA031312,27,10,35
FBA031312,2.5,50,0
FBA031312,3.9,5,0
FBA031313,51,30,22
FBA031314,10,20,8
FBA031314,3,10,0
FBA031315,13,10,0
FBA031316,26,10,5
FBA031317,16.5,10,7
FBA031318,11,10,10
FBA031318,11,10,0
FBA031319,12,10,7
FBA031320,16.5,15,10
FBA031321,6,10,8
FBA031323,3.7,10,5
FBA031324,147,5,65
FBA031326,8,30,6
FBA031330,126.1,10,15
FBA031337,38,75,451
FBA031337,45,90,0
FBA031338,9.5,20,16
FBA031340,0.4,50,8
FBA031342,35.9,80,190
FBA031343,13.8,5,17
FBA031343,13.8,10,0
FBA031344,5.5,5,8
FBA031345,20,5,7
FBA031346,23,100,0
FBA031347,48.5,1,8
FBA031348,20,1,5
FBA031349,6,1,8
FBA031351,7,1,5
FBA031352,8,1,8
FBA031353,17.5,3,7
FBA031354,12,1,6
FBA031356,12,5,15
FBA031357,2,1,7
FBA031358,12,1,7
FBA031359,30,5,12
FBA031360,105,1,10
FBA031361,20.5,20,304
FBA031364,11,1,10
FBA031365,10.35,1,2.95
FBA031366,28.5,1,12.5
FBA031368,15,3,10
FBA031372,6,5,8
FBA031374,7.2,5,20
FBA031374,98,10,0
FBA031386,70,25,0
FBA031386,70,10,0
FBA031387,30,15,25
FBA031388,38,15,10
FBA031389,13,20,20
FBA031391,6.8,20,8
FBA031392,25,60,20
FBA031393,14.8,15,11
FBA031394,20,10,0
FBA031394,46,15,0
FBA031395,12,10,8
FBA031396,20,5,10
FBA031398,22.5,5,9.5
FBA031399,19.5,25,8
FBA031400,10,10,4
FBA031401,11,25,0
FBA031402,11,10,9
FBA031403,14.8,5,0
FBA031404,26,10,20
FBA031405,145,10,8
FBA031406,11.8,30,10
FBA031407,160,10,12
FBA031408,33,30,60
FBA031411,14,40,0
FBA031412,9,20,28
FBA031413,48,20,25
FBA031414,1.6,50,16
FBA031415,12,200,0
FBA031416,2.9,10,8
FBA031419,24,30,0
FBA031420,8,50,19
FBA031421,16,10,14
FBA031423,109.5,100,0
FBA031424,52,50,81
FBA031425,65,50,30
FBA031426,63,48,48
FBA031433,27,15,0
FBA031434,5.38,15,8
FBA031435,12.5,20,36
FBA031436,5,5,7
FBA031438,7.7,15,7
FBA031439,64,10,10
FBA031440,28,30,21
FBA031442,27,5,8
FBA031445,45,10,20
FBA031446,41.4,10,0
FBA031447,14,10,21
FBA031447,14,10,0
FBA031448,8,10,8
FBA031449,31.5,20,18
FBA031451,43,50,0
FBA031452,4.8,20,7
FBA031453,8.5,20,10
FBA031454,6.5,50,0
FBA031455,14,50,63
FBA031456,6.3,50,20
FBA031457,25,50,127
FBA031458,16.5,50,13
FBA031459,23.3,50,12
FBA031461,9,50,15
FBA031462,3,50,25
FBA031463,18,50,15
FBA031464,18.8,50,120
FBA031464,18.8,50,0
FBA031465,15,30,18
FBA031467,16,10,8
FBA031468,6,10,29
FBA031469,24,20,46
FBA031470,21.5,50,70
FBA031473,34,30,55
FBA031474,8.5,25,15
FBA031475,6,50,20
FBA031476,13,36,0
FBA031477,3.2,15,0
FBA031477,3.3,35,0
FBA031479,10,30,10
FBA031480,20,20,0
FBA031481,34,20,55
FBA031481,16.5,55,0
FBA031482,5,2,11
FBA031483,3.42,10,60.5
FBA031483,3.42,50,0
FBA031483,3.45,50,0
FBA031484,8,15,8
FBA031485,33.6,10,8
FBA031487,12.85,10,10.5
FBA031488,47,10,8
FBA031490,2.45,50,24
FBA031490,2.45,50,0
FBA031490,2.45,50,0
FBA031490,2.45,50,0
FBA031491,49,110,310
FBA031492,19.21,80,58.2
FBA031493,11.5,100,114
FBA031493,11.5,100,0
FBA031493,11.5,100,0
FBA031493,11.5,100,0
FBA031494,69.5,150,0
FBA031495,27,80,45.5
FBA031496,19.5,100,60
FBA031497,11.4,30,0
FBA031498,50,50,18
FBA031499,1.2,10,1
FBA031501,1.1,15,6
FBA031502,7.5,25,10
FBA031503,10,10,9
FBA031504,29,5,0
FBA031505,5.3,200,350
FBA031505,5.3,100,0
FBA031505,5.3,100,0
FBA031505,5.3,100,0
FBA031506,30,100,67
FBA031507,36,100,98
FBA031508,8.9,100,62
FBA031509,7.2,200,168
FBA031510,44,100,0
FBA031511,17,250,50
FBA031512,19,30,15
FBA031513,25,30,55.6
FBA031514,6,50,12
FBA031516,6.3,30,15
FBA031518,9.1,100,57
FBA031519,28,100,50
FBA031523,6,1,6
FBA031524,4.5,1,0
FBA031525,2.7,1,4.5
FBA031526,60,12,14
FBA031527,14,1,5
FBA031528,20,1,8
FBA031530,9,1,7
FBA031531,30,1,8
FBA031533,18,1,8
FBA031535,5,10,8
FBA031538,5.5,1,8.5
FBA031541,26.5,1,16
FBA031542,7.5,5,6
FBA031542,7.5,5,0
FBA031544,1.4,5,8
FBA031551,5.9,245,54
FBA031552,10,150,100
FBA031552,8,120,0
FBA031558,5.4,100,15
FBA031559,18,30,18
FBA031565,6.5,1,10.18
FBA031565,0.76,7,0
FBA031566,5.8,2,14.4
FBA031567,3.4,1,9.1
FBA031568,14,10,0
FBA031569,8.5,1,6
FBA031571,115,5,25
FBA031580,33,1,8
FBA031581,16,100,0
FBA031583,45,40,120
FBA031584,38,15,0
FBA031586,11,10,10
FBA031589,9,20,20
FBA031590,5.9,20,10
FBA031592,98,15,30
FBA031593,13,3,6
FBA031594,9,3,8
FBA031595,18.5,10,14
FBA031596,36,15,16
FBA031597,3.8,15,8
FBA031597,1.9,10,0
FBA031598,7,15,6
FBA031599,7.7,30,12
FBA031599,15.2,10,0
FBA031600,8.5,20,20
FBA031601,8.8,10,12
FBA031602,7.8,10,0
FBA031603,8,5,9
FBA031604,4.8,5,5
FBA031605,17.5,5,6
FBA031608,7.7,10,10
FBA031610,15,5,8
FBA031610,13.5,5,0
FBA031611,6.5,5,4.75
FBA031612,7,5,6
FBA031615,37.8,10,18
FBA031617,13.5,10,10
FBA031618,17.6,10,9
FBA031619,20,10,13
FBA031620,6,10,8
FBA031624,13,10,8
FBA031625,0.45,50,7
FBA031626,40,40,20
FBA031628,145,10,0
FBA031629,20,10,20
FBA031629,20,20,0
FBA031631,2.2,20,8
FBA031633,5.4,50,20
FBA031634,3,50,12
FBA031636,9.5,40,25
FBA031637,20,80,80
FBA031638,21.12,5,13
FBA031638,28.8,5,0
FBA031639,6.5,5,8
FBA031641,83,5,16
FBA031643,0.9,30,17
FBA031644,3,30,8.5
FBA031647,24.5,20,23
FBA031648,16.5,10,12
FBA031651,65,15,0
FBA031652,23,15,15
FBA031653,42.8,10,35
FBA031654,12.8,10,0
FBA031655,28,10,10
FBA031656,22,10,14
FBA031662,19,20,33
FBA031663,4.5,20,15
FBA031664,14.5,20,56
FBA031665,7,25,10
FBA031666,8.8,10,12
FBA031667,29,10,92
FBA031667,29,40,0
FBA031668,11,10,10
FBA031669,9.1,7,12
FBA031670,13,5,5
FBA031671,5.9,5,15
FBA031673,47,10,8
FBA031674,13,10,20
FBA031674,40,10,0
FBA031676,25.8,10,0
FBA031677,9.5,20,10
FBA031678,22,10,0
FBA031679,114,10,25
FBA031680,18.5,65,93
FBA031681,4.5,50,16
FBA031682,23,30,45
FBA031682,88,25,0
FBA031683,4.4,50,8
FBA031684,10,15,95
FBA031684,24,50,0
FBA031684,11,30,0
FBA031684,10,50,0
FBA031684,7.5,50,0
FBA031684,15,10,0
FBA031684,3,50,0
FBA031685,5.5,30,15
FBA031686,10.5,20,10
FBA031686,5,10,0
FBA031687,20,50,135
FBA031687,11.5,50,0
FBA031687,17.5,50,0
FBA031687,23.5,50,0
FBA031688,19,10,19
FBA031689,10,50,35
FBA031690,12,50,67
FBA031691,10.5,50,28
FBA031692,10,50,80
FBA031693,1.8,50,13
FBA031694,72,10,35
FBA031695,3.5,10,45
FBA031695,5.5,10,0
FBA031696,8.9,5,5
FBA031697,62,30,32
FBA031698,3.42,30,64.1
FBA031698,3.42,30,0
FBA031698,3.45,30,0
FBA031699,8,30,10
FBA031701,12.5,30,15
FBA031702,52,30,180
FBA031703,9,30,34
FBA031704,10.4,20,1
FBA031705,27,5,8
FBA031709,11,1,10
FBA031710,19,1,10
FBA031716,15,2,9
FBA031717,30,10,9
FBA031719,13,10,12
FBA031719,6,20,0
FBA031720,13,55,0
FBA031721,6,1,8
FBA031722,17.5,4,17
FBA031724,23.5,20,11
FBA031727,6.5,90,101
FBA031727,6.5,90,0
FBA031727,6.5,90,0
FBA031727,6.5,90,0
FBA031727,6.5,90,0
FBA031729,60,20,43
FBA031731,128,30,0
FBA031732,67,10,70
FBA031734,16,20,12
FBA031736,7,20,10
FBA031738,9,50,13
FBA031739,34,20,8
FBA031740,35,15,36
FBA031743,14,20,15
FBA031744,42,14,16
FBA031744,32,25,0
FBA031744,16,30,0
FBA031744,16,50,0
FBA031745,8,25,9
FBA031745,8,35,0
FBA031745,8,10,0
FBA031746,33,15,11
FBA031747,8,15,25
FBA031747,8,15,0
FBA031747,9,20,0
FBA031747,6,10,0
FBA031748,22,15,9
FBA031750,8,15,122
FBA031750,28,50,0
FBA031750,44,20,0
FBA031751,6.1,20,14
FBA031752,5.9,120,30
FBA031753,58.8,10,10
FBA031754,26,10,2
FBA031755,85,1,8
FBA031756,7.5,10,8
FBA031757,20,10,10
FBA031758,2.9,10,0
FBA031759,67,10,5
FBA031760,6.5,1,6.5
FBA031760,0.76,7,0
FBA031761,3.7,20,5
FBA031763,24,10,25
FBA031764,58,30,18
FBA031766,12.8,15,9
FBA031767,67,10,30
FBA031768,60,15,20
FBA031768,12,20,0
FBA031769,10,20,0
FBA031770,18,15,25
FBA031771,6.97,20,6
FBA031772,4,20,8
FBA031773,11,10,9
FBA031773,8,15,0
FBA031776,6,10,9
FBA031778,6.5,10,15
FBA031778,6.75,20,0
FBA031779,25.5,80,0.5
FBA031780,16,10,15
FBA031781,22.5,10,8
FBA031782,8.5,20,38
FBA031783,8,10,15
FBA031783,12,10,0
FBA031784,12.5,20,9.5
FBA031785,16,10,10
FBA031786,9.5,10,10
FBA031787,15.8,50,75
FBA031787,9,10,0
FBA031788,25,20,12
FBA031789,6,20,8
FBA031791,3.5,30,26
FBA031791,3.5,30,0
FBA031793,27.5,30,30
FBA031797,3.6,20,0
FBA031798,29,25,24
FBA031799,95,20,15
FBA031803,26.5,45,79
FBA031804,5,20,6
FBA031805,14.5,50,14
FBA031806,16,10,15
FBA031807,14.5,20,20
FBA031808,13,5,7
FBA031814,22,1,7
FBA031819,43,1,5
FBA031821,6.8,110,0
FBA031822,12,10,7
FBA031825,28,10,15
FBA031826,12,1,6
FBA031827,11,1,7
FBA031828,6.5,50,0
FBA031832,16.2,20,30
FBA031832,17.2,20,0
FBA031832,17.5,5,0
FBA031834,12.3,1,8
FBA031837,20.5,1,5
FBA031840,28,1,10
FBA031842,25,5,8
FBA031843,12,2,6
FBA031845,19.8,10,8
FBA031848,6.5,5,1.5
FBA031850,5.8,1,6
FBA031851,11.5,3,13.5
FBA031852,8,5,0
FBA031852,11,5,0
FBA031853,12.5,2,8
FBA031854,14.8,5,0
FBA031855,76,40,80
FBA031858,2.7,2,4.5
FBA031859,2.9,1,7
FBA031864,6.49,1,5.93
FBA031865,14,2,9
FBA031867,38,5,0
FBA031869,18,10,9
FBA031870,6.9,20,14
FBA031879,24,1,8
FBA031880,8.8,10,6
FBA031881,5,2,7
FBA031883,22.6,4,11
FBA031884,6.2,60,10
FBA031886,19.5,10,0
FBA031887,23,40,8
FBA031888,40,15,0
FBA031889,3.8,5,8
FBA031890,21,20,30
FBA031891,24,5,25
FBA031893,16,10,14
FBA031894,320,10,0
FBA031895,76,10,185
FBA031895,90,30,0
FBA031896,15,10,6
FBA031897,21,30,45
FBA031898,8,10,0
FBA031899,23,10,0
FBA031900,18.5,30,18
FBA031900,23,10,0
FBA031901,17,10,8
FBA031905,11.1,7,6
FBA031906,31,5,8
FBA031907,45,5,0
FBA031908,12,10,10
FBA031910,23,5,0
FBA031910,32,10,0
FBA031911,20,5,7
FBA031912,11,10,9
FBA031914,49,10,0
FBA031915,26,5,18
FBA031916,90,5,35
FBA031918,12,5,10
FBA031919,85,5,0
FBA031920,4.5,5,7.5
FBA031921,35,10,15
FBA031922,12,10,0
FBA031923,13.8,20,28
FBA031924,24,50,0
FBA031925,18,50,40
FBA031926,110,20,90
FBA031928,52,90,0
FBA031929,172,1,16
FBA031929,325,4,0
FBA031931,20,1,12
FBA031937,5.5,1,8
FBA031939,55,1,1
FBA031940,2.8,3,11.2
FBA031941,7.5,20,6
FBA031942,2,1,7
FBA031946,2.2,10,6.45
FBA031947,7,28,10
FBA031949,8.5,1,6
FBA031950,7.5,2,9.5
FBA031951,14,1,10
FBA031952,12,1,6
FBA031953,6.2,3,6.65
FBA031954,2.5,3,7.5
FBA031955,33,1,5
FBA031956,2.9,1,6
FBA031956,2.9,3,0
FBA031957,6,1,6
FBA031958,750,1,0
FBA031960,20,3,12
FBA031963,38,1,8
FBA031964,5.4,1,8.6
FBA031965,2.45,2,5
FBA031966,26,1,10
FBA031967,28.5,500,0
FBA031968,26.5,10,15
FBA031969,16,10,7
FBA031970,15.5,20,0
FBA031972,105,20,80
FBA031973,22,1,8
FBA031974,1.1,1,7
FBA031974,1.1,1,0
FBA031975,463,1,7
FBA031978,10,1,10
FBA031981,4,30,9
FBA031983,79,10,42
FBA031984,32.8,10,25
FBA031985,23,10,19
FBA031987,25,100,50
FBA031988,20,1,8
FBA031991,18,2,10
FBA031993,9,1,3.52
FBA031994,17.8,1,8.2
FBA031996,7.8,6,10
FBA031999,3,1,8
FBA032000,55,70,260
FBA032000,55,70,0
FBA032001,1.4,1,8
FBA032002,78,1,6
FBA032006,24,300,0
FBA032007,6.7,300,50
FBA032008,15,450,370
FBA032009,2.45,50,12.5
FBA032013,26,500,0
FBA032014,480,1,10
FBA032022,12,10,0
FBA032023,33,10,28
FBA032023,3.5,10,0
FBA032024,123,10,45
FBA032026,22,5,24
FBA032029,9,10,13
FBA032029,55.9,10,0
FBA032031,21,80,0
FBA032032,6.5,20,13.5
FBA032033,4.2,20,12
FBA032034,24.5,10,15
FBA032035,9,5,8
FBA032038,2.6,5,7
FBA032039,18.8,5,8
FBA032041,50,5,11
FBA032042,15,5,6
FBA032043,34,10,9
FBA032045,29,30,49
FBA032046,11,30,45
FBA032047,10,30,60
FBA032050,20,10,8
FBA032051,5.6,10,7
FBA032052,415,4,42
FBA032053,13,10,8
FBA032055,31,10,15
FBA032056,38,10,40
FBA032057,3.5,5,45
FBA032057,5.5,30,0
FBA032058,10,15,32
FBA032060,2.3,80,16
FBA032061,25,20,0
FBA032062,34,50,55
FBA032064,39,10,25
FBA032065,28,20,10
FBA032066,15,30,18
FBA032067,11.5,10,23
FBA032068,14,50,40
FBA032070,55,20,32
FBA032071,10,10,20
FBA032072,15,50,22
FBA032073,22.8,20,112
FBA032074,21,20,10.4
FBA032076,9,5,10
FBA032076,17,10,0
FBA032077,14.8,10,30
FBA032078,8.9,5,5
FBA032079,42,5,0
FBA032080,30.9,35,86.5
FBA032081,75,5,10
FBA032082,8,5,8
FBA032083,15,5,16
FBA032083,39.5,5,0
FBA032084,13.5,5,13.5
FBA032085,4.4,5,13
FBA032086,55,40,0
FBA032089,145,10,16
FBA032090,14,10,10
FBA032092,5,50,8
FBA032093,57,20,15
FBA032094,11,20,5
FBA032094,12,20,0
FBA032095,5,20,7
FBA032097,23.5,10,9
FBA032098,28,10,6
FBA032099,6.5,10,8
FBA032100,26.5,10,14
FBA032103,26,30,0
FBA032107,38,15,46
FBA032108,13.8,50,32
FBA032109,27,10,12
FBA032111,2.2,5,9
FBA032111,2.2,5,0
FBA032113,23.5,10,26
FBA032114,43,1,8
FBA032115,18,1,8
FBA032116,7,1,6
FBA032117,7.92,1,8
FBA032118,3,2,5
FBA032120,43,1,5
FBA032121,10.5,1,6
FBA032122,11,1,0
FBA032123,5.85,2,8
FBA032125,8.5,1,8
FBA032126,12.5,1,8
FBA032127,11.9,3,5
FBA032128,15,1,8
FBA032130,15,2,9
FBA032131,30,2,9
FBA032132,11,15,8
FBA032134,2.9,1,10.2
FBA032136,4.3,3,8.3
FBA032139,14.8,2,10
FBA032141,8,2,5
FBA032142,28,1,4
FBA032143,7.5,5,8
FBA032144,12.3,2,8.2
FBA032146,68,50,100
FBA032147,38.7,50,31.5
FBA032149,99,1,0
FBA032151,4.5,3,6
FBA032152,6.9,1,13.1
FBA032153,38,10,38
FBA032154,29,5,20
FBA032157,45,40,130
FBA032158,6.9,20,30
FBA032158,10,20,0
FBA032159,38,30,0
FBA032160,125,20,20
FBA032161,11,30,12
FBA032162,75,10,0
FBA032163,28,5,5
FBA032164,15,10,9
FBA032164,16,10,0
FBA032164,7.1,10,0
FBA032165,8.25,10,14
FBA032165,2.1,5,0
FBA032166,18,15,7
FBA032167,26,5,15.5
FBA032169,19.1,30,20
FBA032170,45,30,0
FBA032172,125,10,0
FBA032174,45,10,34
FBA032178,25,10,9
FBA032181,10.25,20,22
FBA032182,8,60,20
FBA032183,11,10,12
FBA032189,15,1,1.6
FBA032189,17.8,3,0
FBA032190,6.5,2,6
FBA032191,3.8,3,6
FBA032193,6,2,6
FBA032194,15,1,13
FBA032195,8,2,6.2
FBA032196,60,2,6
FBA032197,5.5,1,8
FBA032198,20,3,10
FBA032199,70,2,7
FBA032200,68,7,0
FBA032202,7.3,2,10
FBA032203,3.5,2,6
FBA032205,23,1,8
FBA032206,20.5,1,5
FBA032207,60,1,8
FBA032208,7,2,5
FBA032209,9,1,3.52
FBA032210,4.5,3,6
FBA032211,3.5,2,6
FBA032212,24,10,15
FBA032213,9.27,50,13
FBA032216,75,10,0
FBA032217,21.5,10,8
FBA032218,17,15,25
FBA032219,7,25,10
FBA032220,31,10,0
FBA032221,24.5,20,13
FBA032224,3.5,110,0
FBA032225,126,10,24
FBA032226,17.5,1,8
FBA032227,34,5,8
FBA032228,22,20,12
FBA032230,3.8,5,0
FBA032231,93,30,0
FBA032232,6.5,30,0
FBA032233,10,6,9
FBA032234,7,20,8
FBA032235,4.3,10,6
FBA032236,23.5,1,5
FBA032237,32,1,8
FBA032237,28,1,0
FBA032239,3,1,8.5
FBA032241,17.3,1,7.85
FBA032242,32,2,6
FBA032244,12,5,15
FBA032246,5,1,6
FBA032247,6.7,5,10
FBA032248,2,1,7
FBA032249,21,1,10
FBA032250,15,1,5
FBA032251,5,1,11
FBA032252,3.99,4,8
FBA032255,16,20,0
FBA032257,8,2,8
FBA032259,3,2,8
FBA032260,22.5,1,8
FBA032262,7.5,10,6
FBA032264,6.8,1,9
FBA032265,8,1,6.6
FBA032266,8,1,8
FBA032268,5.1,2,8.4
FBA032269,16.8,1,10.4
FBA032269,16.8,1,0
FBA032270,18,1,8
FBA032271,12.5,1,3
FBA032272,5.8,1,10.7
FBA032273,2.5,1,6
FBA032279,20,2,15
FBA032279,12,1,0
FBA032280,20,1,5
FBA032281,13.5,2,10
FBA032283,5.6,3,7.7
FBA032284,5,1,7.2
FBA032285,6.8,1,5
FBA032288,19.5,1,5.7
FBA032289,6,1,7
FBA032290,28,1,10
FBA032292,3.5,2,11
FBA032295,5.5,1,8
FBA032297,36,1,8
FBA032300,8.5,15,10
FBA032301,259,20,0
FBA032302,31.8,20,11
FBA032303,12,30,20
FBA032304,5.6,20,8
FBA032305,28,10,12
FBA032306,39,10,12
FBA032307,5.2,10,17
FBA032308,16,20,20
FBA032309,55,10,30
FBA032309,36,20,0
FBA032309,72,10,0
FBA032310,18.5,10,20
FBA032311,20,10,8
FBA032312,42.8,10,35
FBA032313,12,5,10
FBA032313,15,5,0
FBA032318,28,5,8
FBA032320,3.4,5,0
FBA032322,14,10,19
FBA032324,6,60,10
FBA032327,3.5,90,49
FBA032328,69.5,90,0
FBA032329,17,35,14
FBA032330,34.8,5,16.1
FBA032332,13,5,8
FBA032333,32,5,7
FBA032334,34,10,11
FBA032335,38,3,24
FBA032335,35,10,0
