采购单号,采购单价,采购数量,运费
PO169535,12,30,0
PO169536,35,10,18
PO169536,35,10,18
PO169538,260,15,0
PO169538,260,3,0
PO169538,200,7,0
PO169538,350,1,0
PO169538,160,5,0
PO169538,160,15,0
PO169538,350,3,0
PO169538,350,1,0
PO169538,260,15,0
PO169538,260,3,0
PO169538,200,7,0
PO169538,350,1,0
PO169538,160,5,0
PO169538,160,15,0
PO169538,350,3,0
PO169538,350,1,0
PO169540,36,3,10
PO169540,36,3,10
PO169541,0.95,50,0
PO169541,0.95,50,0
PO169543,68,4,10
PO169543,78,11,0
PO169543,68,4,10
PO169543,78,11,0
PO169546,16,20,10
PO169546,16,20,10
PO169549,8.2,20,17.5
PO169549,8.2,25,0
PO169549,8.2,20,17.5
PO169549,8.2,25,0
PO169550,5,5,8
PO169550,5,5,8
PO169551,6,150,69
PO169551,25.5,50,0
PO169551,58,3,0
PO169551,65,7,0
PO169551,6,150,69
PO169551,25.5,50,0
PO169551,58,3,0
PO169551,65,7,0
PO169552,4,100,160
PO169552,8,20,0
PO169552,6,90,0
PO169552,7,25,0
PO169552,4,100,160
PO169552,8,20,0
PO169552,6,90,0
PO169552,7,25,0
PO169553,12,5,10
PO169553,12,5,10
PO169554,4.4,30,7
PO169554,4.4,30,7
PO169555,5.76,50,22
PO169555,5.76,50,22
PO169556,10,5,9
PO169556,10,5,9
PO169557,7,50,10
PO169557,7.5,5,0
PO169557,7,50,10
PO169557,7.5,5,0
PO169558,2.7,20,0
PO169558,3.7,20,0
PO169558,2.7,20,0
PO169558,3.7,20,0
PO169603,7.5,10,5
PO169603,7.5,10,5
PO169604,26,5,12
PO169604,26,5,12
PO169606,7,30,9
PO169606,7,30,9
PO169608,6.5,10,12
PO169608,6.5,10,12
PO169624,34,10,23
PO169624,34,10,0
PO169624,34,10,0
PO169624,34,10,23
PO169624,34,10,0
PO169624,34,10,0
PO169626,34,10,17
PO169626,34,10,0
PO169626,34,10,17
PO169626,34,10,0
PO169627,35,10,44
PO169627,35,10,44
PO169628,37,5,35
PO169628,17,16,0
PO169628,37,5,35
PO169628,17,16,0
PO169629,5,20,0
PO169629,5,30,0
PO169629,5,10,0
PO169629,5,20,0
PO169629,5,20,0
PO169629,5,20,0
PO169629,5,30,0
PO169629,5,10,0
PO169629,5,20,0
PO169629,5,20,0
PO169630,5,20,0
PO169630,5,20,0
PO169632,36.5,10,0
PO169632,36.5,10,0
PO169633,0.85,30,18
PO169633,1.05,120,0
PO169633,1.65,40,0
PO169633,3.3,35,0
PO169633,0.85,30,18
PO169633,1.05,120,0
PO169633,1.65,40,0
PO169633,3.3,35,0
PO169635,18,110,0
PO169635,18,110,0
PO169637,175,4,12
PO169637,175,4,12
PO169638,30,1,7.4
PO169638,30,1,7.4
PO169639,8,15,8
PO169639,18,5,0
PO169639,20,5,0
PO169639,20,5,0
PO169639,5,5,0
PO169639,70,5,0
PO169639,23,5,0
PO169639,8,15,8
PO169639,18,5,0
PO169639,20,5,0
PO169639,20,5,0
PO169639,5,5,0
PO169639,70,5,0
PO169639,23,5,0
PO169640,58,2,10
PO169640,58,2,10
PO169642,48,10,15
PO169642,10,10,0
PO169642,25,10,0
PO169642,53,10,0
PO169642,48,10,15
PO169642,10,10,0
PO169642,25,10,0
PO169642,53,10,0
PO169643,18.3,20,10
PO169643,18.3,20,10
PO169644,3.8,75,25
PO169644,3.8,75,25
PO169645,30,5,80
PO169645,30,15,0
PO169645,30,5,80
PO169645,30,15,0
PO169646,12,10,7
PO169646,12,10,7
PO169647,12,5,18
PO169647,6.5,10,0
PO169647,13,20,0
PO169647,13,5,0
PO169647,13,5,0
PO169647,12,5,18
PO169647,6.5,10,0
PO169647,13,20,0
PO169647,13,5,0
PO169647,13,5,0
PO169648,25.5,5,7.5
PO169648,25.5,5,0
PO169648,25.5,5,7.5
PO169648,25.5,5,0
PO169649,60,20,0
PO169649,45,10,0
PO169649,60,20,0
PO169649,45,10,0
PO169650,5,10,11
PO169650,5,10,11
PO169652,3.2,10,8
PO169652,6.2,10,0
PO169652,3.2,10,8
PO169652,6.2,10,0
PO169655,87.62,5,14
PO169655,87.62,5,14
PO169656,70,5,11
PO169656,70,5,11
PO169657,11,10,30
PO169657,11,30,0
PO169657,11,10,30
PO169657,11,30,0
PO169659,42,7,15
PO169659,42,7,15
PO169660,1.2,15,10
PO169660,1.2,65,0
PO169660,1.2,30,0
PO169660,1.2,15,10
PO169660,1.2,65,0
PO169660,1.2,30,0
PO169662,38,50,162
PO169662,42,25,0
PO169662,19.3,5,0
PO169662,8,5,0
PO169662,7.9,5,0
PO169662,8.8,5,0
PO169662,28.3,10,0
PO169662,28.3,5,0
PO169662,12.2,5,0
PO169662,38,50,162
PO169662,42,25,0
PO169662,19.3,5,0
PO169662,8,5,0
PO169662,7.9,5,0
PO169662,8.8,5,0
PO169662,28.3,10,0
PO169662,28.3,5,0
PO169662,12.2,5,0
PO169663,5,20,493
PO169663,9,5,0
PO169663,5,100,0
PO169663,12,20,0
PO169663,6.5,10,0
PO169663,5.6,15,0
PO169663,9,45,0
PO169663,65,5,0
PO169663,90,5,0
PO169663,17,5,0
PO169663,9.5,35,0
PO169663,6.9,10,0
PO169663,18.6,5,0
PO169663,10,10,0
PO169663,35,5,0
PO169663,8.3,5,0
PO169663,7.6,35,0
PO169663,14,50,0
PO169663,5,10,0
PO169663,53,20,0
PO169663,16.5,10,0
PO169663,1.5,15,0
PO169663,19,20,0
PO169663,9.5,5,0
PO169663,2,100,0
PO169663,3.8,10,0
PO169663,3.9,10,0
PO169663,27,25,0
PO169663,18,10,0
PO169663,5,20,493
PO169663,9,5,0
PO169663,5,100,0
PO169663,12,20,0
PO169663,6.5,10,0
PO169663,5.6,15,0
PO169663,9,45,0
PO169663,65,5,0
PO169663,90,5,0
PO169663,17,5,0
PO169663,9.5,35,0
PO169663,6.9,10,0
PO169663,18.6,5,0
PO169663,10,10,0
PO169663,35,5,0
PO169663,8.3,5,0
PO169663,7.6,35,0
PO169663,14,50,0
PO169663,5,10,0
PO169663,53,20,0
PO169663,16.5,10,0
PO169663,1.5,15,0
PO169663,19,20,0
PO169663,9.5,5,0
PO169663,2,100,0
PO169663,3.8,10,0
PO169663,3.9,10,0
PO169663,27,25,0
PO169663,18,10,0
PO169663,5,20,0
PO169663,9,5,0
PO169663,5,100,0
PO169663,12,20,0
PO169663,6.5,10,0
PO169663,5.6,15,0
PO169663,9,45,0
PO169663,65,5,0
PO169663,90,5,0
PO169663,17,5,0
PO169663,9.5,35,0
PO169663,6.9,10,0
PO169663,18.6,5,0
PO169663,10,10,0
PO169663,35,5,0
PO169663,8.3,5,0
PO169663,7.6,35,0
PO169663,14,50,0
PO169663,5,10,0
PO169663,53,20,0
PO169663,16.5,10,0
PO169663,1.5,15,0
PO169663,19,20,0
PO169663,9.5,5,0
PO169663,2,100,0
PO169663,3.8,10,0
PO169663,3.9,10,0
PO169663,27,25,0
PO169663,18,10,0
PO169664,85,30,0
PO169664,85,30,0
PO169665,11.5,5,10
PO169665,11.5,5,10
PO169666,7,15,15
PO169666,7,15,15
PO169667,39,5,10
PO169667,39,5,10
PO169667,39,5,0
PO169668,7.8,30,9.1
PO169668,7.8,30,9.1
PO169669,14,25,10
PO169669,6,20,0
PO169669,14,25,10
PO169669,6,20,0
PO169670,22,10,0
PO169670,22,10,0
PO169671,6.4,15,18
PO169671,6.4,15,18
PO169673,80,15,15
PO169673,30,20,0
PO169673,80,15,15
PO169673,30,20,0
PO169674,90,2,5
PO169674,90,2,5
PO169675,14,5,10
PO169675,8,5,0
PO169675,14,5,10
PO169675,8,5,0
PO169678,65,15,0
PO169678,65,3,0
PO169678,65,15,0
PO169678,65,3,0
PO169679,0.68,10,8.4
PO169679,1.56,10,0
PO169679,0.68,10,8.4
PO169679,1.56,10,0
PO169680,27,5,10
PO169680,295,3,0
PO169680,27,5,10
PO169680,295,3,0
PO169682,170,2,0
PO169682,170,2,0
PO169683,100,1,0
PO169683,100,1,0
PO169684,24.96,5,10
PO169684,24.96,5,10
PO169685,9.5,40,30
PO169685,9.5,40,30
PO169688,13.5,5,8
PO169688,13.5,5,8
PO169691,7,10,30
PO169691,7,10,0
PO169691,7,10,0
PO169691,7,10,0
PO169691,8.5,10,0
PO169691,8.5,10,0
PO169691,7.5,10,0
PO169691,8,10,0
PO169691,7,10,30
PO169691,7,10,0
PO169691,7,10,0
PO169691,7,10,0
PO169691,8.5,10,0
PO169691,8.5,10,0
PO169691,7.5,10,0
PO169691,8,10,0
PO169692,15,10,14
PO169692,24,10,0
PO169692,23.5,10,0
PO169692,15,10,14
PO169692,24,10,0
PO169692,23.5,10,0
PO169696,493,5,0
PO169696,493,5,0
PO169697,3.5,10,8
PO169697,3.5,10,8
PO169698,27,3,10
PO169698,36,20,0
PO169698,27,3,10
PO169698,36,20,0
PO169700,30,5,9
PO169700,7,5,0
PO169700,7,5,0
PO169700,30,5,9
PO169700,7,5,0
PO169700,7,5,0
PO169701,7,40,38.5
PO169701,15,20,0
PO169701,2.4,215,0
PO169701,6.5,5,0
PO169701,4,10,0
PO169701,11,5,0
PO169701,12,5,0
PO169701,32,5,0
PO169701,7.5,10,0
PO169701,7,40,38.5
PO169701,15,20,0
PO169701,2.4,215,0
PO169701,6.5,5,0
PO169701,4,10,0
PO169701,11,5,0
PO169701,12,5,0
PO169701,32,5,0
PO169701,7.5,10,0
PO169703,3,50,16
PO169703,3,50,16
PO169704,6.8,20,11
PO169704,13,7,0
PO169704,6.8,20,11
PO169704,13,7,0
PO169705,18,30,0
PO169705,18,30,0
PO169706,4.5,50,11
PO169706,4.5,50,11
PO169707,9.5,10,30
PO169707,1,10,0
PO169707,0.47,20,0
PO169707,0.36,20,0
PO169707,0.43,20,0
PO169707,0.45,20,0
PO169707,3,10,0
PO169707,3.9,10,0
PO169707,3.5,10,0
PO169707,4.9,10,0
PO169707,9.5,10,30
PO169707,1,10,0
PO169707,0.47,20,0
PO169707,0.36,20,0
PO169707,0.43,20,0
PO169707,0.45,20,0
PO169707,3,10,0
PO169707,3.9,10,0
PO169707,3.5,10,0
PO169707,4.9,10,0
PO169708,14,10,8
PO169708,14,10,8
PO169709,6,10,8
PO169709,11,10,0
PO169709,6,10,8
PO169709,11,10,0
PO169710,8,20,18
PO169710,8,5,0
PO169710,8,20,18
PO169710,8,5,0
PO169711,7,20,30
PO169711,5.5,10,0
PO169711,7,20,30
PO169711,5.5,10,0
PO169712,220,12,60
PO169712,220,5,0
PO169712,95,24,0
PO169712,30,12,0
PO169712,35,10,0
PO169712,25,5,0
PO169712,220,12,60
PO169712,220,5,0
PO169712,95,24,0
PO169712,30,12,0
PO169712,35,10,0
PO169712,25,5,0
PO169713,7.6,60,21.2
PO169713,7.6,8,0
PO169713,13.4,110,0
PO169713,13.4,30,0
PO169713,7.6,60,21.2
PO169713,7.6,8,0
PO169713,13.4,110,0
PO169713,13.4,30,0
PO169714,25,5,8
PO169714,25,5,8
PO169715,4.3,10,7
PO169715,4.3,10,7
PO169716,50,10,10
PO169716,44,30,0
PO169716,58,5,0
PO169716,50,10,10
PO169716,44,30,0
PO169716,58,5,0
PO169718,95,1,10
PO169718,62,6,0
PO169718,23,1,0
PO169718,9,30,0
PO169718,47,5,0
PO169718,95,1,10
PO169718,62,6,0
PO169718,23,1,0
PO169718,9,30,0
PO169718,47,5,0
PO169720,2.8,200,12
PO169720,2.8,200,12
PO169722,4.8,40,28
PO169722,4.8,40,28
PO169725,22,10,14
PO169725,22,10,14
PO169727,4,600,0
PO169727,4,600,0
PO169728,3,30,9
PO169728,3,30,9
PO169729,6.5,1,6
PO169729,6.5,1,6
PO169730,18,25,16
PO169731,4.5,150,35
PO169731,4.5,150,35
PO169732,17,10,32
PO169732,17,10,0
PO169732,17,10,32
PO169732,17,10,0
PO169732,17,10,0
PO169732,17,10,0
PO169736,4.3,20,0
PO169736,4.3,20,0
PO169736,4.3,50,0
PO169736,4.3,20,0
PO169736,4.3,20,0
PO169736,4.3,50,0
PO169736,4.3,20,0
PO169736,4.3,20,0
PO169736,4.3,50,0
PO169739,17.5,20,0
PO169739,17.5,20,0
PO169740,14,5,0
PO169740,14,5,0
PO169741,21,15,51
PO169741,21,15,51
PO169742,40,10,28
PO169742,40,10,28
PO169743,95,5,0
PO169743,45,5,0
PO169743,95,5,0
PO169743,45,5,0
PO169746,2.5,20,11
PO169746,2.5,50,0
PO169746,2,25,0
PO169746,23.5,5,0
PO169746,2.5,20,11
PO169746,2.5,50,0
PO169746,2,25,0
PO169746,23.5,5,0
PO169751,1.9,10,6
PO169751,1.9,10,6
PO169752,6,50,16
PO169752,6,50,16
PO169753,2.8,20,20
PO169753,2.8,20,20
PO169756,30,1,10
PO169756,30,1,10
PO169757,27.5,2,8
PO169757,27.5,2,8
PO169758,15.5,25,0
PO169758,15.5,25,0
PO169759,14,5,11
PO169759,14,5,0
PO169759,9.5,5,0
PO169759,6.5,5,0
PO169759,14,5,11
PO169759,14,5,0
PO169759,9.5,5,0
PO169759,6.5,5,0
PO169760,12.7,5,8
PO169760,12.7,5,8
PO169764,5,50,9.5
PO169764,5,50,9.5
PO169765,8.8,40,12
PO169765,8.8,40,12
PO169766,13.5,180,0
PO169766,13.5,180,0
PO169771,7,20,14
PO169771,7,20,14
PO169774,33.2,3,218.2
PO169774,80.2,95,0
PO169774,32.6,25,0
PO169774,33.2,3,218.2
PO169774,80.2,95,0
PO169774,32.6,25,0
PO169781,12,5,10
PO169781,12,5,10
PO169783,4,20,5
PO169783,4,20,5
PO169785,14,10,27
PO169785,17,10,0
PO169785,14,10,27
PO169785,17,10,0
PO169788,19.8,5,10
PO169788,15.5,5,0
PO169788,19.8,5,10
PO169788,15.5,5,0
PO169789,38,25,0
PO169789,27,100,0
PO169789,11.8,150,0
PO169789,4.1,50,0
PO169789,38,25,0
PO169789,27,100,0
PO169789,11.8,150,0
PO169789,4.1,50,0
PO169790,62,1,8
PO169790,62,1,8
PO169797,24,7,10
PO169797,24,9,0
PO169797,24,7,10
PO169797,24,9,0
PO169798,9,11,15
PO169798,9,11,15
PO169799,14,11,16
PO169799,14,11,0
PO169799,14,11,16
PO169799,14,11,0
PO169800,1.5,10,8
PO169800,1.5,10,8
PO169801,7,12,15
PO169801,7,12,15
PO169806,30,9,12
PO169806,30,9,12
PO169808,16,4,10
PO169808,6.5,6,0
PO169808,16,4,10
PO169808,6.5,6,0
PO169809,18,11,8.5
PO169809,15,3,0
PO169809,18,11,8.5
PO169809,15,3,0
PO169810,2.8,15,9
PO169810,2.8,15,9
PO169811,10.4,20,6.25
PO169811,3.68,20,0
PO169811,10.4,20,6.25
PO169811,3.68,20,0
PO169812,58,20,40
PO169812,58,20,40
PO169813,22,1,10
PO169813,22,1,10
PO169813,22,1,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169813,,,0
PO169815,15,10,33
PO169815,17,15,0
PO169815,11,10,0
PO169815,15,10,33
PO169815,17,15,0
PO169815,11,10,0
PO169818,10.5,100,0
PO169818,10.5,100,0
PO169819,22,100,0
PO169819,22,100,0
PO169820,15,15,120
PO169820,19,10,0
PO169820,8.4,200,0
PO169820,22.1,10,0
PO169820,14,30,0
PO169820,15,15,120
PO169820,19,10,0
PO169820,8.4,200,0
PO169820,22.1,10,0
PO169820,14,30,0
PO169824,2.2,50,20
PO169824,4.5,60,0
PO169824,4.5,10,0
PO169824,2.2,50,20
PO169824,4.5,60,0
PO169824,4.5,10,0
PO169831,28,100,47
PO169831,8.9,10,0
PO169831,6.5,5,0
PO169831,9.9,5,0
PO169831,10.5,10,0
PO169831,8.9,5,0
PO169831,8.9,5,0
PO169831,28,100,47
PO169831,8.9,10,0
PO169831,6.5,5,0
PO169831,9.9,5,0
PO169831,10.5,10,0
PO169831,8.9,5,0
PO169831,8.9,5,0
PO169832,5.6,20,0
PO169832,10.3,10,0
PO169832,5.6,20,0
PO169832,10.3,10,0
PO169833,90,10,1
PO169833,90,10,1
PO169835,9.27,20,4
PO169835,9.27,10,0
PO169835,9.27,10,0
PO169835,10.47,10,0
PO169835,9.27,30,0
PO169835,9.27,20,4
PO169835,9.27,10,0
PO169835,9.27,10,0
PO169835,10.47,10,0
PO169835,9.27,30,0
PO169837,22,10,25
PO169837,5.5,400,0
PO169837,22,10,25
PO169837,5.5,400,0
PO169837,22,10,0
PO169837,5.5,400,0
PO169838,24,5,30
PO169838,18,5,0
PO169838,11,10,0
PO169838,29,20,0
PO169838,6.6,10,0
PO169838,120,7,0
PO169838,190,10,0
PO169838,98,5,0
PO169838,24,5,30
PO169838,18,5,0
PO169838,11,10,0
PO169838,29,20,0
PO169838,6.6,10,0
PO169838,120,7,0
PO169838,190,10,0
PO169838,98,5,0
PO169838,24,5,0
PO169838,18,5,0
PO169838,11,10,0
PO169838,29,20,0
PO169838,6.6,10,0
PO169838,120,7,0
PO169838,190,10,0
PO169838,98,5,0
PO169845,21.5,20,22
PO169845,10,20,0
PO169845,21.5,20,22
PO169845,10,20,0
PO169845,21.5,20,0
PO169845,10,20,0
PO169846,15,10,15
PO169846,16,10,0
PO169846,82,5,0
PO169846,51.5,6,0
PO169846,12.5,20,0
PO169846,15,10,15
PO169846,16,10,0
PO169846,82,5,0
PO169846,51.5,6,0
PO169846,12.5,20,0
PO169847,33,10,20
PO169847,33,10,20
PO169852,5.5,10,25
PO169852,5.5,10,0
PO169852,5.5,10,25
PO169852,5.5,10,0
PO169853,13,3,20
PO169853,13,13,0
PO169853,13,13,0
PO169853,13,3,0
PO169853,13,3,20
PO169853,13,13,0
PO169853,13,13,0
PO169853,13,3,0
PO169854,3.2,110,18
PO169854,3.2,110,18
PO169855,9,10,10
PO169855,9,10,10
PO169857,6.5,5,6
PO169857,6.5,5,6
PO169858,15,10,5
PO169858,15,10,5
PO169860,29,10,16
PO169860,1,50,0
PO169860,29,10,16
PO169860,1,50,0
PO169861,11,10,10
PO169861,11,10,10
PO169862,380,3,0
PO169862,380,3,0
PO169863,4.5,10,8
PO169863,4.5,10,8
PO169865,35,6,13
PO169865,35,6,13
PO169866,13,30,30
PO169866,47,5,0
PO169866,13,30,30
PO169866,47,5,0
PO169869,20,5,16
PO169869,20,5,16
PO169872,19,5,10
PO169872,19,5,10
PO169873,4.5,20,17
PO169873,4.5,20,17
PO169876,4.5,12,9
PO169876,14,12,0
PO169876,10,3,0
PO169876,4.5,12,9
PO169876,14,12,0
PO169876,10,3,0
PO169879,22,3,9
PO169879,13,25,0
PO169879,6.5,3,0
PO169879,6.5,3,0
PO169879,22,10,0
PO169879,22,3,9
PO169879,13,25,0
PO169879,6.5,3,0
PO169879,6.5,3,0
PO169879,22,10,0
PO169880,37,5,0
PO169880,37,5,0
PO169881,10,3,9
PO169881,6,3,0
PO169881,4,3,0
PO169881,6,3,0
PO169881,6,15,0
PO169881,10,3,9
PO169881,6,3,0
PO169881,4,3,0
PO169881,6,3,0
PO169881,6,15,0
PO169883,56,5,0
PO169883,56,5,0
PO169884,24.5,40,0
PO169884,24.5,40,0
PO169885,18,25,30
PO169885,60,3,0
PO169885,19,3,0
PO169885,19,3,0
PO169885,18,25,30
PO169885,60,3,0
PO169885,19,3,0
PO169885,19,3,0
PO169886,1.1,20,8
PO169886,1.1,20,8
PO169888,17,5,0
PO169888,17,5,0
PO169890,1,200,15
PO169890,1,200,15
PO169890,1,200,0
PO169891,30,5,0
PO169891,30,5,0
PO169893,34,5,9
PO169893,34,5,0
PO169893,34,5,9
PO169893,34,5,0
PO169894,7.8,10,26
PO169894,7.8,100,0
PO169894,7.8,10,26
PO169894,7.8,100,0
PO169895,15,5,13
PO169895,15,5,13
PO169896,43,2,14
PO169896,43,2,0
PO169896,43,2,14
PO169896,43,2,0
PO169897,8,5,0
PO169897,12,5,0
PO169897,8,5,0
PO169897,12,5,0
PO169898,7.2,50,12
PO169898,7.2,50,12
PO169899,8,10,8
PO169899,8,10,8
PO169900,78,5,10
PO169900,78,5,10
PO169901,13.8,20,10.17
PO169901,13.8,20,10.17
PO169902,115,2,0
PO169902,115,2,0
PO169903,17,5,6
PO169903,17,5,6
PO169904,1.5,100,18
PO169904,1.5,100,18
PO169905,8,5,3
PO169905,8,5,3
PO169907,43,2,10
PO169907,43,2,10
PO169908,4,5,6
PO169908,4,5,0
PO169908,4,5,6
PO169908,4,5,0
PO169909,34.8,2,10
PO169909,34.8,2,10
PO169911,5,10,5
PO169911,5,10,5
PO169912,5,12,14
PO169912,5,12,0
PO169912,5,12,0
PO169912,5,12,0
PO169912,5,12,0
PO169912,5,12,14
PO169912,5,12,0
PO169912,5,12,0
PO169912,5,12,0
PO169912,5,12,0
PO169916,13,3,10
PO169916,13,3,0
PO169916,13,5,0
PO169916,13,5,0
PO169916,4,10,0
PO169916,13,3,10
PO169916,13,3,0
PO169916,13,5,0
PO169916,13,5,0
PO169916,4,10,0
PO169917,9.5,10,9
PO169917,9.5,10,9
PO169920,48,3,12
PO169920,26,5,0
PO169920,48,3,12
PO169920,26,5,0
PO169921,5.6,10,6
PO169921,5.6,10,6
PO169922,3.5,10,10
PO169922,3.5,25,0
PO169922,3.5,10,10
PO169922,3.5,25,0
PO169923,15,10,10
PO169923,15,10,10
PO169924,48,10,38
PO169924,48,10,38
PO169925,14.5,5,16
PO169925,30,5,0
PO169925,14.5,5,16
PO169925,30,5,0
PO169928,1,30,5
PO169928,1,10,0
PO169928,1,10,0
PO169928,1,10,0
PO169928,1,20,0
PO169928,1,10,0
PO169928,1,10,0
PO169928,1,30,0
PO169928,1,10,0
PO169928,1,30,5
PO169928,1,10,0
PO169928,1,10,0
PO169928,1,10,0
PO169928,1,20,0
PO169928,1,10,0
PO169928,1,10,0
PO169928,1,30,0
PO169928,1,10,0
PO169930,9.5,20,40
PO169930,9.5,20,40
PO169931,7.8,20,17.5
PO169931,7.8,20,17.5
PO169936,29.5,40,0
PO169936,40,5,0
PO169936,29.5,40,0
PO169936,40,5,0
PO169938,42,10,42
PO169938,40,10,0
PO169938,42,10,42
PO169938,40,10,0
PO169940,45,48,108
PO169940,45,48,108
PO169943,15,25,5
PO169943,15,25,5
PO169945,13,30,0
PO169945,15,20,0
PO169945,50,30,0
PO169945,13,30,0
PO169945,15,20,0
PO169945,50,30,0
PO169953,11,5,36
PO169953,18.5,10,0
PO169953,24,10,0
PO169953,11,5,36
PO169953,18.5,10,0
PO169953,24,10,0
PO169954,20,10,260
PO169954,18.5,5,0
PO169954,64,120,0
PO169954,13,5,0
PO169954,38,10,0
PO169954,15.5,5,0
PO169954,87,5,0
PO169954,20,10,260
PO169954,18.5,5,0
PO169954,64,120,0
PO169954,13,5,0
PO169954,38,10,0
PO169954,15.5,5,0
PO169954,87,5,0
PO169955,10,5,7
PO169955,10,5,7
PO169956,4.7,55,19
PO169956,4.7,135,0
PO169956,4.7,55,19
PO169956,4.7,135,0
PO169959,116,85,0
PO169959,116,85,0
PO169960,10,25,21
PO169960,10,5,0
PO169960,38,5,0
PO169960,10,25,21
PO169960,10,5,0
PO169960,38,5,0
PO169961,5,5,6
PO169961,28,5,0
PO169961,5,5,6
PO169961,28,5,0
PO169962,25,5,15
PO169962,25,5,0
PO169962,25,5,15
PO169962,25,5,0
PO169963,4.5,35,120
PO169963,4,285,0
PO169963,4,50,0
PO169963,2,60,0
PO169963,4.5,35,120
PO169963,4,285,0
PO169963,4,50,0
PO169963,2,60,0
PO169964,30,15,25
PO169964,110,10,0
PO169964,38,40,0
PO169964,33,5,0
PO169964,30,15,25
PO169964,110,10,0
PO169964,38,40,0
PO169964,33,5,0
PO169965,5.5,30,16
PO169965,5.5,30,16
PO169967,20,40,43
PO169967,20,40,43
PO169972,18,55,0
PO169972,18,5,0
PO169972,18,55,0
PO169972,18,5,0
