采购单号,采购单价,采购数量,运费
PO210819,9,10,0
PO210820,20,5,9
PO210821,9.8,5,7
PO210821,8,5,0
PO210824,72,1,0
PO210824,40,10,0
PO210826,40,2,5
PO210828,8.5,2,8
PO210828,12.5,1,0
PO210828,56,15,0
PO210828,21,1,0
PO210828,170,1,0
PO210828,11,3,0
PO210828,12,4,0
PO210830,190,2,10
PO210831,190,2,10
PO210831,35,3,0
PO210833,28,10,0
PO210833,45,100,0
PO210833,16,2,0
PO210833,48,1,0
PO210833,2,1,0
PO210834,9.5,40,7
PO210837,243,15,32
PO210837,319,5,0
PO210837,329,4,0
PO210839,95,2,8
PO210841,135,2,0
PO210842,42,1,7
PO210842,15,1,0
PO210843,75,5,6
PO210844,80,6,10
PO210846,104,3,10
PO210846,230,3,0
PO210848,15,10,8
PO210851,29,5,10
PO210852,55,2,10
PO210852,37,3,0
PO210855,27,135,30
PO210855,27,11,0
PO210855,27,10,0
PO210859,24.5,5,11.5
PO210859,23.5,5,0
PO210859,22,15,0
PO210860,75,6,0
PO210860,39,4,0
PO210860,32,4,0
PO210861,20,25,0
PO210861,41,12,0
PO210861,59.5,20,0
PO210861,95,15,0
PO210862,4.3,5,9
PO210862,2.1,5,0
PO210862,1.7,15,0
PO210862,8,3,0
PO210862,3.8,15,0
PO210862,8.5,3,0
PO210862,7.8,5,0
PO210863,45,5,10
PO210864,30,10,10
PO210864,12,5,0
PO210865,49,70,40
PO210868,22,20,70
PO210868,19,20,0
PO210868,75,35,0
PO210869,5,3,3.4
PO210869,4,5,0
PO210870,17.2,20,22
PO210871,25,10,19
PO210872,63,5,0
PO210873,21,3,200
PO210873,21,5,0
PO210873,77,16,0
PO210873,78,8,0
PO210875,4.7,220,0
PO210876,5,5,25
PO210876,5,6,0
PO210876,5,5,0
PO210876,5,32,0
PO210876,5,23,0
PO210876,3,15,0
PO210876,3,15,0
PO210877,1.7,10,5
PO210878,5,5,13.8
PO210878,5,5,0
PO210878,3,6,0
PO210878,2.8,10,0
PO210878,4.5,5,0
PO210878,5,9,0
PO210879,8.5,5,0
PO210879,10,12,0
PO210879,8.3,5,0
PO210879,12.3,5,0
PO210879,5.5,6,0
PO210879,14,5,0
PO210879,13.5,5,0
PO210879,7,4,0
PO210879,6.5,10,0
PO210879,13,10,0
PO210879,11,10,0
PO210879,11,5,0
PO210879,9.5,5,0
PO210879,18.5,5,0
PO210879,5.8,11,0
PO210879,3.8,10,0
PO210879,3.8,12,0
PO210879,8.5,5,0
PO210879,10,12,0
PO210879,8.3,5,0
PO210879,12.3,5,0
PO210879,5.5,6,0
PO210879,14,5,0
PO210879,13.5,5,0
PO210879,7,4,0
PO210879,6.5,10,0
PO210879,13,10,0
PO210879,11,10,0
PO210879,11,5,0
PO210879,9.5,5,0
PO210879,18.5,5,0
PO210879,5.8,11,0
PO210879,3.8,10,0
PO210879,3.8,12,0
PO210880,20,27,25
PO210880,128,3,0
PO210881,80,3,25
PO210881,110,27,0
PO210881,120,16,0
PO210892,4.4,20,8
PO210893,10.5,21,10
PO210893,3.5,10,0
PO210894,1.8,50,15
PO210895,3.7,80,20
PO210896,37,7,12
PO210897,40,14,20
PO210897,45,3,0
PO210897,17,5,0
PO210898,18,5,9
PO210899,2,20,7
PO210899,2,20,0
PO210900,3.9,50,24
PO210901,95,4,14
PO210903,23,10,5
PO210904,35,10,7
PO210905,0.9,50,8
PO210906,7,22,10
PO210906,12,9,0
PO210906,7,16,0
PO210906,5.4,10,0
PO210908,32,6,10
PO210909,18,5,9
PO210910,21,16,0
PO210910,21,5,0
PO210910,25,5,0
PO210910,25,5,0
PO210911,10.5,10,8
PO210912,10.5,5,13
PO210912,8,5,0
PO210912,8,5,0
PO210912,8,5,0
PO210912,8,7,0
PO210912,8,10,0
PO210912,8,9,0
PO210912,10.5,9,0
PO210912,10.5,3,0
PO210912,16,5,0
PO210912,11,6,0
PO210912,5,5,0
PO210913,11,5,8
PO210914,35,5,0
PO210915,2.4,20,9.95
PO210916,7.5,5,8
PO210916,7.5,5,0
PO210916,6,5,0
PO210916,24,5,0
PO210916,9,5,0
PO210917,1.4,100,16
PO210918,3.5,20,5
PO210919,8,10,5
PO210920,213,2,8
PO210921,6.8,10,10
PO210922,6.8,10,8
PO210925,16,5,50
PO210925,19,9,0
PO210925,15,8,0
PO210925,31,18,0
PO210925,67,4,0
PO210925,26,3,0
PO210925,4.5,10,0
PO210925,59,3,0
PO210925,24,3,0
PO210925,56,3,0
PO210936,16,5,12
PO210936,27,5,0
PO210937,5.5,25,9
PO210937,5.5,10,0
PO210938,6.8,10,8
PO210938,8.5,10,0
PO210939,27,13,14
PO210941,45,3,8
PO210942,5,20,14
PO210943,2.7,20,12
PO210943,8.9,10,0
PO210943,14,5,0
PO210943,0.9,50,0
PO210947,6.5,26,0
PO210948,5,16,0
PO210949,14,20,10
PO210950,14,5,0
PO210950,18,5,0
PO210950,10,5,0
PO210951,1.3,30,15
PO210951,5.06,10,0
PO210953,290,7,30
PO210954,160,3,13
PO210955,23,5,24
PO210956,15,6,8
PO210957,16,5,7
PO210958,12,5,10
PO210958,16,10,0
PO210959,26.5,6,10
PO210961,33,6,16
PO210961,20.5,4,0
PO210962,35,3,24
PO210962,50,6,0
PO210962,55,3,0
PO210964,2.1,20,25
PO210964,2.1,20,0
PO210964,2.1,30,0
PO210964,1.65,20,0
PO210964,1.65,20,0
PO210965,38,7,30
PO210966,14,5,13
PO210966,14,5,0
PO210966,14,5,0
PO210966,14,5,0
PO210966,,,0
PO210967,45,6,8
PO210969,18,5,8
PO210970,29.5,20,20
PO210970,13,20,0
PO210970,12,30,0
PO210971,80,10,0
PO210972,22,3,19
PO210972,28,3,0
PO210973,165,25,0
PO210975,18,100,0
PO210976,50,5,12
PO210978,2.9,50,2.4
PO210979,8.9,10,10
PO210980,18,5,16
PO210980,18,5,0
PO210980,18,10,0
PO210981,34,5,33
PO210981,34,5,0
PO210982,3,30,7.1
PO210983,66,10,0
PO210984,9,30,0
PO210984,9,20,0
PO210984,9,20,0
PO210984,9,20,0
PO210985,75,20,25
PO210986,25,10,0
PO210986,54,10,0
PO210986,12,10,0
PO210987,18,8,9
PO210988,19,73,0
PO210988,22.5,20,0
PO210988,22.5,10,0
PO210991,42,32,40
PO210992,42,28,0
PO210998,5,10,39
PO210998,5,35,0
PO210999,1.9,30,12.25
PO210999,2.6,5,0
PO210999,2.1,10,0
PO211001,27,5,55
PO211001,20,5,0
PO211001,26,6,0
PO211001,33,13,0
PO211004,5.6,5,29
PO211004,13.9,10,0
PO211005,22,10,8
PO211006,52,56,0
PO211008,73,40,0
PO211008,73,40,0
PO211018,5.2,130,42
PO211024,42,26,62
PO211024,40,3,0
PO211028,31,25,50
PO211029,2.5,30,32
PO211029,8.5,35,0
PO211029,6.5,25,0
PO211029,12.5,15,0
PO211029,4.5,95,0
PO211029,5.7,5,0
PO211029,20,2,0
PO211029,2.5,30,0
PO211029,8.5,35,0
PO211029,6.5,25,0
PO211029,12.5,15,0
PO211029,4.5,95,0
PO211029,5.7,5,0
PO211029,20,2,0
PO211038,5,5,0
PO211038,1.88,375,0
PO211042,24.5,38,23
PO211043,12,10,7.2
PO211044,12,10,7.2
PO211046,23.5,35,48
PO211046,23.5,10,0
PO211047,13.8,30,0
PO211047,10.8,30,0
PO211047,11.3,10,0
PO211048,40,5,586
PO211048,13,160,0
PO211048,8,5,0
PO211048,7.2,70,0
PO211048,6.5,10,0
PO211048,7.5,5,0
PO211048,14,40,0
PO211048,14,10,0
PO211048,6,105,0
PO211048,39,80,0
PO211048,50,5,0
PO211048,13,20,0
PO211048,27,25,0
PO211048,10,20,0
PO211048,6,10,0
PO211048,16.5,160,0
PO211048,7,35,0
PO211048,19,80,0
PO211048,28,5,0
PO211048,18.5,10,0
PO211048,28,5,0
PO211048,40,5,0
PO211048,13,160,0
PO211048,8,5,0
PO211048,7.2,70,0
PO211048,6.5,10,0
PO211048,7.5,5,0
PO211048,14,40,0
PO211048,14,10,0
PO211048,6,105,0
PO211048,39,80,0
PO211048,50,5,0
PO211048,13,20,0
PO211048,27,25,0
PO211048,10,20,0
PO211048,6,10,0
PO211048,16.5,160,0
PO211048,7,35,0
PO211048,19,80,0
PO211048,28,5,0
PO211048,18.5,10,0
PO211048,28,5,0
PO211049,15.9,6,25
PO211050,10,10,12
PO211050,32,5,0
PO211051,26,5,10
PO211051,16.5,5,0
PO211053,6,10,8
PO211054,41,5,40
PO211054,2.6,20,0
PO211054,27,5,0
PO211055,2.74,10,6.02
PO211056,53,10,15
PO211057,4.5,10,15
PO211057,4.5,30,0
PO211057,13.5,15,0
PO211058,18,10,18
PO211059,20,10,11
PO211059,22,10,0
PO211059,22,30,0
PO211059,14,10,0
PO211061,5.8,10,115
PO211061,11,30,0
PO211061,8.9,10,0
PO211061,7.6,30,0
PO211061,25,10,0
PO211061,18,10,0
PO211061,13,20,0
PO211061,40,20,0
PO211061,70,10,0
PO211062,3.8,50,12
PO211062,3.8,25,0
PO211062,5,25,0
PO211063,8.5,10,129
PO211063,10.5,10,0
PO211063,34,10,0
PO211063,11.5,10,0
PO211063,7.5,10,0
PO211063,8.5,130,0
PO211063,6.4,10,0
PO211065,8,10,6
PO211067,1.05,10,3.6
PO211067,0.69,10,0
PO211068,10,20,10
PO211071,1,120,8
PO211071,0.75,30,0
PO211071,0.75,25,0
PO211072,13,10,25
PO211072,8,10,0
PO211072,33,10,0
PO211072,19,10,0
PO211072,6,10,0
PO211073,10.5,70,28
PO211075,120,10,14
PO211076,12.5,10,9.62
PO211077,63,10,32
PO211077,63,10,0
PO211078,22,40,42
PO211079,5.27,10,1.1
PO211079,6.48,20,0
PO211080,47,20,0
PO211080,48,15,0
PO211080,36,60,0
PO211080,54,10,0
PO211082,3,50,90
PO211082,12.5,20,0
PO211082,9,10,0
PO211082,26,10,0
PO211082,19,10,0
PO211082,25,10,0
PO211082,7.5,10,0
PO211083,16,10,10
PO211084,33,30,140
PO211084,98,10,0
PO211084,90,35,0
PO211084,68,15,0
PO211085,21.5,10,57
PO211085,6.5,10,0
PO211085,26,10,0
PO211085,16.5,10,0
PO211086,5.5,3,8
PO211087,6,100,50
PO211088,163,3,10
PO211091,7,50,20
PO211092,36,10,22
PO211092,15,10,0
PO211093,6,30,10
PO211094,8,10,15
PO211094,62.5,5,0
PO211094,7.5,10,0
PO211094,18,10,0
PO211094,8,15,0
PO211094,5.8,50,0
PO211094,5,40,0
PO211094,2.8,15,0
PO211095,33,40,0
PO211095,33,10,0
PO211095,45,10,0
PO211096,33,20,0
PO211096,33,20,0
PO211096,33,10,0
PO211096,33,10,0
PO211097,1,20,17.63
PO211097,4.3,20,0
PO211097,0.85,20,0
PO211097,2.8,20,0
PO211097,2.8,20,0
PO211098,37,10,15
PO211099,14,900,0
PO211099,24,10,0
PO211099,13,10,0
PO211099,10,10,0
PO211099,10,10,0
PO211099,16,10,0
PO211099,13,10,0
PO211100,7,10,10
PO211100,8.5,10,0
PO211102,1.4,50,8
PO211102,1,30,0
PO211103,118,10,15
PO211104,15,10,27.9
PO211104,18.5,10,0
PO211104,15,10,0
PO211104,23,30,0
PO211104,17,30,0
PO211104,8,10,0
PO211104,32.5,10,0
PO211104,14,10,0
PO211104,6.3,30,0
PO211104,10.5,20,0
PO211104,36,50,0
PO211104,5.3,10,0
PO211105,6.5,100,0
PO211108,8,40,20
PO211110,1.3,30,17
PO211110,1.5,30,0
PO211111,23,35,30
PO211112,38,20,0
PO211113,5.8,50,10
PO211113,2.4,40,0
PO211114,16.3,40,33.6
PO211114,18,10,0
PO211114,25,10,0
PO211114,25,15,0
PO211115,33,3,10
PO211116,13,30,45
PO211116,7.5,10,0
PO211117,34.5,10,56
PO211117,18.5,10,0
PO211117,16.8,35,0
PO211119,12,25,32
PO211120,4.5,10,270
PO211120,30,10,0
PO211120,53,20,0
PO211120,6,10,0
PO211120,6,30,0
PO211120,33,10,0
PO211120,33,10,0
PO211120,260,5,0
PO211120,5,10,0
PO211120,20,10,0
PO211120,6,10,0
PO211120,10,20,0
PO211120,5.5,10,0
PO211120,5,20,0
PO211121,5.25,25,12
PO211122,3.8,55,15
PO211123,18,10,64
PO211123,5.5,10,0
PO211123,5.5,10,0
PO211123,6,10,0
PO211124,98,4,10
PO211124,85,2,0
PO211125,7.5,20,27
PO211125,7.5,20,0
PO211125,7.5,20,0
PO211126,40,30,0
PO211127,31.5,10,50
PO211127,33.5,10,0
PO211127,34.2,10,0
PO211128,98,2,10
PO211129,160,2,7
PO211130,9.27,20,26.5
PO211130,9.27,30,0
PO211130,9.02,10,0
PO211130,8.73,30,0
PO211130,8.73,10,0
PO211130,8.73,10,0
PO211130,9.84,30,0
PO211130,9.84,20,0
PO211131,15,10,6
PO211131,20,6,0
PO211133,14,10,210
PO211133,14.8,20,0
PO211133,50,10,0
PO211135,14,10,18
PO211136,9,10,0
PO211136,23,5,0
PO211136,25,5,0
PO211136,23,15,0
PO211139,25,50,49
PO211141,42,80,112
PO211143,6.6,50,20
PO211144,8.5,80,80
PO211145,40.8,35,10
PO211145,52.8,30,0
PO211146,5.9,20,11
PO211147,11,80,50
PO211148,4.8,260,100
PO211149,15,15,8
PO211150,149,15,21
PO211154,4,15,40
PO211154,6,20,0
PO211154,7,10,0
PO211154,8,5,0
PO211155,5,6,8
PO211155,18,2,0
PO211155,5,6,0
PO211155,18,2,0
PO211156,21,10,20
PO211159,18,60,0
PO211163,31.4,30,123
PO211164,31.4,30,123
PO211166,61.5,20,0
PO211167,37,20,0
PO211168,5,10,10
PO211168,8,10,0
PO211168,6,10,0
PO211168,17,10,0
PO211168,9.5,10,0
PO211168,6,10,0
PO211169,55,20,32
PO211170,50,2,0
PO211170,45,15,0
PO211170,30,20,0
PO211170,165,15,0
PO211172,3.45,10,10
PO211172,3.45,20,0
PO211172,6,10,0
PO211174,8.5,5,10
PO211174,5.8,5,0
PO211174,3.6,5,0
PO211174,6.6,10,0
PO211175,23.8,10,20
PO211176,1.7,100,11
PO211178,19.5,20,20
PO211178,18,25,0
PO211178,31,10,0
PO211178,35,5,0
PO211178,8.5,10,0
PO211178,31,25,0
PO211178,6.5,20,0
PO211178,20,5,0
PO211178,26,30,0
PO211178,29.6,5,0
PO211178,2.1,5,0
PO211179,8.5,10,35
PO211179,7.5,10,0
PO211179,85,10,0
PO211180,12,20,40
PO211180,12,20,0
PO211181,12.5,20,25
PO211182,9.8,5,12.2
PO211185,48,20,10
PO211185,7.4,10,0
PO211185,8,5,0
PO211186,10.5,10,12
PO211186,6.8,20,0
PO211186,10.5,10,0
PO211186,6.8,20,0
PO211187,2.5,2,6
PO211190,5,20,0
PO211191,2.5,30,19.26
PO211191,2.5,30,0
PO211192,75,10,48
PO211193,6,15,8
PO211194,18.5,10,47
PO211194,15.4,20,0
PO211194,5,5,0
PO211194,7,100,0
PO211195,175,10,80
PO211195,51,20,0
PO211197,18.5,30,0
PO211197,21,10,0
PO211197,10,10,0
PO211197,8.5,5,0
PO211198,17,20,9
PO211198,9,10,0
PO211198,19,5,0
PO211199,11,10,37
PO211199,12,10,0
PO211199,12,10,0
PO211199,16,10,0
PO211199,23,10,0
PO211199,60,10,0
PO211199,18,10,0
PO211199,5,20,0
PO211199,12,10,0
PO211199,24,10,0
PO211199,75,5,0
PO211200,7,10,26.5
PO211200,5,20,0
PO211201,24.28,5,9.5
PO211202,22.5,20,9
PO211202,18.3,10,0
PO211203,0.6,40,11
PO211204,30.9,5,12.5
PO211206,7.5,200,0
PO211207,2.5,100,24
PO211208,3,2,6
PO211209,1.3,60,22
PO211209,1.3,50,0
PO211209,3.8,10,0
PO211209,3.8,10,0
PO211209,14,10,0
PO211210,195,2,8
PO211212,7,10,8
PO211212,64,5,0
PO211212,47,5,0
PO211212,13,5,0
PO211212,10,5,0
PO211212,12,10,0
PO211213,42,15,14
PO211214,40,10,140
PO211214,49,40,0
PO211216,2.95,20,4.5
PO211218,6.4,40,42
PO211218,12.5,20,0
PO211219,99,10,0
PO211219,7.5,40,0
PO211219,7.5,20,0
PO211220,0.46,100,9
PO211222,2.2,50,30
PO211222,2,50,0
PO211222,2,50,0
PO211223,7,60,5
PO211223,7,20,0
PO211223,3.5,50,0
PO211225,6.5,20,14
PO211225,6.5,20,0
PO211225,7.2,20,0
PO211225,4.8,20,0
PO211226,13,30,8
PO211226,13,10,0
PO211227,9,100,80
PO211228,24,10,25
PO211228,12,10,0
PO211228,52,40,0
PO211229,42,10,0
PO211229,190,6,0
PO211229,165,2,0
PO211230,146,10,15
PO211230,9,30,0
PO211230,9,30,0
PO211230,9,20,0
PO211232,42,5,0
PO211234,41,50,0
PO211235,100,30,0
PO211235,10.5,10,0
PO211236,16.5,15,0
PO211236,23,10,0
PO211236,16,100,0
PO211236,43,20,0
PO211237,2.5,5,35
PO211237,2.5,10,0
PO211237,2.5,10,0
PO211237,5,10,0
PO211237,5,10,0
PO211237,5,10,0
PO211237,5,30,0
PO211237,13,5,0
PO211237,8,10,0
PO211237,11,5,0
PO211238,26,10,12
PO211238,17.5,10,0
PO211239,8.36,5,5
PO211239,13.11,5,0
PO211240,310,12,38
PO211241,10,11,9.5
PO211242,18,120,47
PO211242,11.7,10,0
PO211243,2.5,20,10
PO211243,2.8,20,0
PO211245,21,5,8
PO211245,2,10,0
PO211246,62,20,0
PO211246,6.5,20,0
PO211246,10,10,0
PO211246,4,20,0
PO211246,193,10,0
PO211247,9,5,8
PO211248,4.2,10,23.1
PO211248,2.29,10,0
PO211248,2.55,30,0
PO211249,22,3,0
PO211249,22,12,0
PO211250,20,5,9
PO211252,4.8,40,30
PO211252,1.65,50,0
PO211253,24,40,18
PO211254,79,5,7
PO211255,4,60,43
PO211255,13,5,0
PO211255,28,15,0
PO211255,210,10,0
PO211256,95,12,50
PO211256,88,3,0
PO211256,88,35,0
PO211257,20,10,18
PO211257,11,20,0
PO211259,10.5,20,0
PO211259,15.5,20,0
PO211260,120,15,43
PO211260,180,5,0
PO211261,40,50,0
PO211261,40,10,0
PO211261,38.5,30,0
PO211263,150,15,10
PO211265,40,10,0
PO211265,28,150,0
PO211266,8.4,30,65.16
PO211266,7.9,50,0
PO211266,7.9,30,0
PO211266,15.3,20,0
PO211266,29.4,10,0
PO211267,3.8,5,7.5
PO211268,46,5,12
PO211268,50,5,0
PO211268,40,5,0
PO211269,5.7,40,80
PO211270,1,35,9.5
PO211271,6.3,30,12
PO211272,65,10,9
PO211273,5,10,26.2
PO211273,13.7,30,0
PO211275,43,10,20
PO211275,37,10,0
PO211276,24,20,25
PO211276,80,5,0
PO211276,16,15,0
PO211276,26,5,0
PO211276,8,15,0
PO211276,8,5,0
PO211276,12,5,0
PO211277,16.5,25,15
PO211277,69.5,10,0
PO211278,14.9,5,30
PO211278,14.9,5,0
PO211278,8.5,5,0
PO211278,4.98,5,0
PO211278,2.99,30,0
PO211278,2.35,15,0
PO211278,11.4,5,0
PO211278,7.8,10,0
PO211278,2.45,5,0
PO211279,11,5,9
PO211284,3.2,130,44
PO211285,40,5,0
PO211285,60,10,0
PO211286,90,20,0
PO211286,87,20,0
PO211287,15,1,8
PO211288,8.5,10,6
PO211290,1.5,30,10.8
PO211290,1.5,50,0
PO211290,1.5,30,0
PO211290,1.5,50,0
PO211291,14,1,8
PO211291,14,6,0
PO211293,2,10,25.25
PO211293,2,15,0
PO211293,2.75,25,0
PO211293,4.5,30,0
PO211294,125,6,7.5
PO211294,17.5,15,0
PO211294,70,5,0
PO211297,24.5,20,0
PO211298,4,5,13.04
PO211298,7.6,10,0
PO211299,90,5,10.5
PO211299,25,10,0
PO211299,25,5,0
PO211299,1.8,10,0
PO211299,45,5,0
PO211301,8,10,8
PO211301,13,10,0
PO211301,0.9,10,0
PO211302,1,3000,120
PO211303,10,5,5
PO211304,16,4,0
PO211304,38,23,0
PO211304,14.5,4,0
PO211305,3,2,9
PO211306,9.5,15,20
PO211307,4,3,8
PO211308,3,30,9.5
PO211308,7,110,0
PO211308,6.5,5,0
PO211308,6,10,0
PO211309,49,5,6
PO211309,35,5,0
PO211310,11,35,13
PO211310,5,6,0
PO211310,5,15,0
PO211310,6.5,15,0
PO211310,3.5,15,0
PO211310,5.5,5,0
PO211310,5.5,10,0
PO211310,1.2,30,0
PO211310,5.5,6,0
PO211310,5.5,6,0
PO211310,6.2,5,0
PO211311,8,10,9
PO211311,7,5,0
PO211312,45,30,45
PO211312,45,30,0
PO211312,57,10,0
PO211312,70,5,0
PO211312,66,30,0
PO211312,88,10,0
PO211312,88,10,0
PO211313,8,5,7
PO211313,8,15,0
PO211314,1.85,30,11.05
PO211314,1.85,30,0
PO211314,1.85,20,0
PO211314,1.85,20,0
PO211314,1.85,20,0
PO211314,1.85,20,0
PO211314,1.85,20,0
PO211315,11.5,10,15
PO211316,17,12,20
PO211316,20,5,0
PO211317,17,5,17
PO211317,18,22,0
PO211319,15.5,5,50
PO211319,10,75,0
PO211319,60,47,0
PO211319,60,39,0
PO211320,12.8,10,0
PO211321,145,3,0
PO211321,145,3,0
PO211322,5.8,15,9
PO211322,18.9,5,0
PO211323,240,130,0
PO211323,53,20,0
PO211324,9,3,6
PO211324,9,3,0
PO211324,8.5,3,0
PO211324,15,3,0
PO211325,4,3,6
PO211325,4,3,0
PO211325,4,3,0
PO211326,7.5,30,45
PO211326,8,10,0
PO211326,5.3,10,0
PO211326,5.3,40,0
PO211327,170,2,9
PO211328,5,40,0
PO211328,10,35,0
PO211328,17,10,0
PO211328,10,5,0
PO211328,18.8,10,0
PO211328,21.5,5,0
PO211328,11,35,0
PO211328,17,5,0
PO211328,22,6,0
PO211328,30,5,0
PO211329,20,16,0
PO211330,47,5,9
PO211331,39,3,8
PO211332,245,10,25
PO211332,220,3,0
PO211332,245,3,0
PO211333,185,25,38
PO211334,5.2,5,7
PO211335,38,5,35
PO211335,74,10,0
PO211336,42,50,81
PO211337,38,20,125
PO211337,8,20,0
PO211337,43,20,0
PO211337,4,10,0
PO211337,7.9,20,0
PO211337,28.3,10,0
PO211337,28.3,5,0
PO211337,12.2,10,0
PO211337,8.7,40,0
PO211337,12.2,20,0
PO211337,44,15,0
PO211337,60.8,20,0
PO211337,38,20,0
PO211337,8,20,0
PO211337,43,20,0
PO211337,4,10,0
PO211337,7.9,20,0
PO211337,28.3,10,0
PO211337,28.3,5,0
PO211337,12.2,10,0
PO211337,8.7,40,0
PO211337,12.2,20,0
PO211337,44,15,0
PO211337,60.8,20,0
PO211338,133,10,0
PO211338,125,5,0
PO211338,120,45,0
PO211339,18,5,30
PO211339,18,5,0
PO211339,38,10,0
PO211340,16,35,144
PO211340,16,75,0
PO211340,17,35,0
PO211340,17,10,0
PO211344,50,115,0
PO211345,50,65,0
PO211346,18,10,0
PO211352,1,10,50
PO211352,2.8,10,0
PO211352,3.5,130,0
PO211352,3.8,10,0
PO211354,7,10,20
PO211354,13,10,0
PO211360,95,5,12
PO211360,18,10,0
PO211369,25,20,52
PO211369,25,100,0
PO211379,20,10,0
PO211379,6.4,570,0
PO211397,14,40,50
PO211398,9.5,30,20
PO211402,10.5,10,35
PO211402,4.5,30,0
PO211404,105,20,40
PO211404,105,20,0
PO211405,105,50,100
PO211405,105,50,0
PO211406,6,10,48
PO211406,6.7,200,0
PO211407,2.7,50,14
PO211408,1.1,50,10
PO211414,24,30,32
PO211427,23,20,40
PO211427,31,20,0
PO211428,10,30,3
PO211430,5,30,0
PO211430,5,30,0
PO211435,4.5,10,0
PO211435,6.5,10,0
PO211437,0.44,50,11
PO211437,0.72,50,0
PO211438,70,50,120
PO211443,3.7,30,8
PO211445,8,10,10
PO211445,17.9,10,0
PO211452,3,20,6.8
PO211456,15.5,10,12
PO211457,15.5,10,12
PO211468,6.5,20,12
PO211474,493,21,0
PO211474,1100,2,0
PO211474,320,3,0
PO211491,17,20,11
PO211494,8.52,30,16.36
PO211496,50,5,10
PO211496,58,5,0
PO211508,2,30,28
PO211508,7.2,60,0
PO211508,2,30,0
PO211508,7.2,60,0
PO211509,15,10,50
PO211509,80,10,0
PO211511,28.7,2,13
PO211511,27,12,0
PO211512,420,3,0
PO211512,850,1,0
PO211512,4,10,0
PO211512,435,10,0
PO211513,8.5,55,0
PO211514,9.5,200,90
PO211515,6.8,10,17.5
PO211515,1.1,50,0
PO211515,0.79,200,0
PO211516,2.6,50,14
PO211517,31,5,14
PO211517,365,3,0
PO211518,87,50,100
PO211518,87,50,0
PO211519,32,15,0
PO211519,85,2,0
PO211519,42,5,0
PO211519,28,2,0
PO211519,30,20,0
PO211519,105,2,0
PO211519,105,2,0
PO211519,31,8,0
PO211519,85,4,0
PO211520,9.8,100,0
PO211521,8,10,0
PO211521,18,20,0
PO211521,20,100,0
PO211521,20,10,0
PO211521,5,55,0
PO211521,35,10,0
PO211521,35,5,0
PO211521,29.7,10,0
PO211521,83.7,5,0
